company_id,company_name,scenario_id,plan_id,facility_id,facility_name,region,transition_year,baseline_technology_id,baseline_technology_name,technology_id,technology_name,aligned_capex_bn_krw,incremental_capex_bn_krw,capacity_mtpa,output_mt,baseline_emissions_mtco2,emissions_2030_mtco2,emissions_2040_mtco2,residual_emissions_mtco2,annual_avoided_emissions_mtco2,cumulative_avoided_emissions_mtco2,base_case_gross_cost_bn_krw,base_case_policy_support_bn_krw,base_case_net_cost_bn_krw,base_case_capex_cost_bn_krw,base_case_fixed_opex_cost_bn_krw,base_case_electricity_cost_bn_krw,base_case_hydrogen_cost_bn_krw,base_case_contract_premium_bn_krw,base_case_carbon_value_bn_krw,data_status,source_note
POSCO_KR,POSCO,DISCLOSED_PATH,P3,POS-GWY-E,광양제철소 BF 블록 B,광양,2037,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,9270.0,7210.0,10.3,9.502996,19.725693,19.725693,1.900599,1.900599,17.825093,71.300373,11491.723,1376.256,10115.467,3792.327,295.74,1153.737,8751.189,57.918,-2559.188,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,DISCLOSED_PATH,P3,POS-GWY-EAF,광양 기존 EAF 블록,광양,2033,EAF_BASELINE,기존 전기로 기준 블록,EAF_RENEWABLE,기존 EAF 재생전력 업그레이드,312.0,96.0,1.2,1.134,0.5103,0.5103,0.1134,0.1134,0.3969,3.1752,0.747,6.288,-5.541,62.553,14.814,38.405,0.0,0.501,-115.527,model_estimate,2025 공식 EAF 생산 1.135Mt에 맞춘 모델 블록; 집약도·재투자연도 추정
POSCO_KR,POSCO,DISCLOSED_PATH,P4,POS-POH-N,포항제철소 BF 블록 A,포항,2028,BF_BOF,기준 BF-BOF 복합 블록,BF_RELINE,BF 개수·효율 패키지,2050.0,410.0,8.2,7.599998,15.775574,14.439996,14.439996,14.439996,1.335578,17.362514,-10.432,0.0,-10.432,349.162,186.761,77.762,0.0,4.269,-628.385,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,DISCLOSED_PATH,P4,POS-POH-S,포항제철소 BF 블록 B,포항,2031,BF_BOF,기준 BF-BOF 복합 블록,BF_RELINE,BF 개수·효율 패키지,1850.0,370.0,7.4,6.800001,14.114992,14.114992,12.920001,12.920001,1.194991,11.949913,3.818,0.0,3.818,268.341,117.653,50.138,0.0,3.185,-435.499,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,DISCLOSED_PATH,P4,POS-GWY-W,광양제철소 BF 블록 A,광양,2034,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,9270.0,7210.0,10.3,9.499999,19.719471,19.719471,1.9,1.9,17.819471,124.736298,19369.028,2655.076,16713.952,4453.107,562.858,2157.145,16509.633,214.689,-4528.405,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,DISCLOSED_PATH,P4,POS-GWY-E,광양제철소 BF 블록 B,광양,2036,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,9270.0,7210.0,10.3,9.502996,19.725693,19.725693,1.900599,1.900599,17.825093,89.125466,14013.195,2005.897,12007.299,4000.905,380.113,1474.45,11215.534,155.693,-3213.5,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,DISCLOSED_PATH,P4,POS-GWY-EAF,광양 기존 EAF 블록,광양,2032,EAF_BASELINE,기존 전기로 기준 블록,EAF_RENEWABLE,기존 EAF 재생전력 업그레이드,312.0,96.0,1.2,1.134,0.5103,0.5103,0.1134,0.1134,0.3969,3.5721,-1.722,6.665,-8.387,65.994,17.153,44.167,0.0,1.102,-130.137,model_estimate,2025 공식 EAF 생산 1.135Mt에 맞춘 모델 블록; 집약도·재투자연도 추정
POSCO_KR,POSCO,DISCLOSED_PATH,P5,POS-POH-N,포항제철소 BF 블록 A,포항,2028,BF_BOF,기준 BF-BOF 복합 블록,BF_RELINE,BF 개수·효율 패키지,2050.0,410.0,8.2,7.599998,15.775574,14.439996,14.439996,14.439996,1.335578,17.362514,-7.666,0.0,-7.666,349.162,186.761,77.762,0.0,7.035,-628.385,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,DISCLOSED_PATH,P5,POS-POH-S,포항제철소 BF 블록 B,포항,2031,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,6660.0,5180.0,7.4,6.800001,14.114992,14.114992,1.36,1.36,12.754992,127.549923,20636.277,3665.421,16970.856,3756.773,588.264,2306.352,18235.543,397.736,-4648.392,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,DISCLOSED_PATH,P5,POS-GWY-W,광양제철소 BF 블록 A,광양,2034,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,9270.0,7210.0,10.3,9.499999,19.719471,19.719471,1.9,1.9,17.819471,124.736298,19532.733,3516.824,16015.909,4453.107,562.858,2157.145,16509.633,378.395,-4528.405,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,DISCLOSED_PATH,P5,POS-GWY-E,광양제철소 BF 블록 B,광양,2036,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,9270.0,7210.0,10.3,9.502996,19.725693,19.725693,1.900599,1.900599,17.825093,89.125466,14130.572,2585.364,11545.208,4000.905,380.113,1474.45,11215.534,273.07,-3213.5,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,DISCLOSED_PATH,P5,POS-GWY-EAF,광양 기존 EAF 블록,광양,2032,EAF_BASELINE,기존 전기로 기준 블록,EAF_RENEWABLE,기존 EAF 재생전력 업그레이드,312.0,96.0,1.2,1.134,0.5103,0.5103,0.1134,0.1134,0.3969,3.5721,-0.978,6.707,-7.685,65.994,17.153,44.167,0.0,1.845,-130.137,model_estimate,2025 공식 EAF 생산 1.135Mt에 맞춘 모델 블록; 집약도·재투자연도 추정
POSCO_KR,POSCO,DISCLOSED_PATH,P6,POS-POH-N,포항제철소 BF 블록 A,포항,2028,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,7380.0,5740.0,8.2,7.599998,15.775574,1.52,1.52,1.52,14.255574,185.322466,32463.793,7251.755,25212.038,4888.262,933.804,3577.035,28661.121,1110.771,-6707.2,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,DISCLOSED_PATH,P6,POS-POH-S,포항제철소 BF 블록 B,포항,2030,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,6660.0,5180.0,7.4,6.800001,14.114992,1.36,1.36,1.36,12.754992,140.304916,23514.793,5250.988,18263.804,3963.396,666.308,2593.553,20588.925,812.128,-5109.518,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,DISCLOSED_PATH,P6,POS-GWY-W,광양제철소 BF 블록 A,광양,2033,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,9270.0,7210.0,10.3,9.499999,19.719471,19.719471,1.9,1.9,17.819471,142.555769,22844.352,5097.784,17746.568,4698.028,661.901,2520.237,19355.95,794.993,-5186.757,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,DISCLOSED_PATH,P6,POS-GWY-E,광양제철소 BF 블록 B,광양,2035,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,9270.0,7210.0,10.3,9.502996,19.725693,19.725693,1.900599,1.900599,17.825093,106.95056,17022.852,3795.733,13227.119,4220.954,469.127,1809.14,13801.405,593.153,-3870.927,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,DISCLOSED_PATH,P6,POS-GWY-EAF,광양 기존 EAF 블록,광양,2031,EAF_BASELINE,기존 전기로 기준 블록,EAF_RENEWABLE,기존 EAF 재생전력 업그레이드,312.0,96.0,1.2,1.134,0.5103,0.5103,0.1134,0.1134,0.3969,3.969,-1.582,7.169,-8.751,69.624,19.62,50.168,0.0,3.652,-144.645,model_estimate,2025 공식 EAF 생산 1.135Mt에 맞춘 모델 블록; 집약도·재투자연도 추정
POSCO_KR,POSCO,DISCLOSED_PATH,P7,POS-POH-N,포항제철소 BF 블록 A,포항,2028,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,7380.0,5740.0,8.2,7.599998,15.775574,1.52,1.52,1.52,14.255574,185.322466,32948.225,8139.841,24808.384,4888.262,933.804,3577.035,28661.121,1595.203,-6707.2,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,DISCLOSED_PATH,P7,POS-POH-S,포항제철소 BF 블록 B,포항,2029,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,6660.0,5180.0,7.4,6.800001,14.114992,1.36,1.36,1.36,12.754992,153.059908,26611.461,6566.564,20044.898,4181.383,748.644,2891.5,23056.648,1294.543,-5561.257,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,DISCLOSED_PATH,P7,POS-GWY-W,광양제철소 BF 블록 A,광양,2032,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,9270.0,7210.0,10.3,9.499999,19.719471,19.719471,1.9,1.9,17.819471,160.37524,26418.431,6492.059,19926.372,4956.419,766.392,2898.387,22342.507,1297.457,-5842.732,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,DISCLOSED_PATH,P7,POS-GWY-E,광양제철소 BF 블록 B,광양,2034,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,9270.0,7210.0,10.3,9.502996,19.725693,19.725693,1.900599,1.900599,17.825093,124.775653,20152.459,4929.828,15222.63,4453.107,563.036,2157.825,16514.842,993.482,-4529.834,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,DISCLOSED_PATH,P7,POS-GWY-EAF,광양 기존 EAF 블록,광양,2030,EAF_BASELINE,기존 전기로 기준 블록,EAF_RENEWABLE,기존 EAF 재생전력 업그레이드,312.0,96.0,1.2,1.134,0.5103,0.1134,0.1134,0.1134,0.3969,4.3659,-1.224,7.659,-8.884,73.453,22.223,56.415,0.0,5.679,-158.994,model_estimate,2025 공식 EAF 생산 1.135Mt에 맞춘 모델 블록; 집약도·재투자연도 추정
POSCO_KR,POSCO,DISCLOSED_PATH,CURRENT,POS-POH-N,포항제철소 BF 블록 A,포항,2027,BF_BOF,기준 BF-BOF 복합 블록,BF_RELINE,BF 개수·효율 패키지,2050.0,410.0,8.2,7.599998,15.775574,14.439996,14.439996,14.439996,1.335578,18.698092,-9.961,0.0,-9.961,368.365,207.245,85.546,0.0,1.816,-672.933,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,DISCLOSED_PATH,CURRENT,POS-POH-S,포항제철소 BF 블록 B,포항,2030,BF_BOF,기준 BF-BOF 복합 블록,BF_RELINE,BF 개수·효율 패키지,1850.0,370.0,7.4,6.800001,14.114992,12.920001,12.920001,12.920001,1.194991,13.144904,-4.6,0.0,-4.6,283.1,133.262,56.382,0.0,1.358,-478.701,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,DISCLOSED_PATH,CURRENT,POS-GWY-W,광양제철소 BF 블록 A,광양,2033,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,9270.0,7210.0,10.3,9.499999,19.719471,19.719471,1.9,1.9,17.819471,142.555769,22116.944,1768.506,20348.438,4698.028,661.901,2520.237,19355.95,67.585,-5186.757,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,DISCLOSED_PATH,CURRENT,POS-GWY-E,광양제철소 BF 블록 B,광양,2035,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,9270.0,7210.0,10.3,9.502996,19.725693,19.725693,1.900599,1.900599,17.825093,106.95056,16481.422,1446.555,15034.867,4220.954,469.127,1809.14,13801.405,51.723,-3870.927,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정
POSCO_KR,POSCO,DISCLOSED_PATH,CURRENT,POS-GWY-EAF,광양 기존 EAF 블록,광양,2031,EAF_BASELINE,기존 전기로 기준 블록,EAF_RENEWABLE,기존 EAF 재생전력 업그레이드,312.0,96.0,1.2,1.134,0.5103,0.5103,0.1134,0.1134,0.3969,3.969,-4.754,6.99,-11.745,69.624,19.62,50.168,0.0,0.479,-144.645,model_estimate,2025 공식 EAF 생산 1.135Mt에 맞춘 모델 블록; 집약도·재투자연도 추정
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P1,NS-EAST,East Nippon Works 블록,동일본,2034,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,4989.6,3207.6,8.1,7.200001,15.239652,15.239652,3.24,3.24,11.999651,83.997558,1117.098,594.332,522.765,1981.108,159.97,3364.736,0.0,0.0,-4388.717,model_estimate,Nippon Steel 공식 생산·배출·용량 총량에 맞춘 지역 블록 배분
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P1,NS-NAGOYA,Nagoya Works 블록,나고야,2032,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,4312.0,2772.0,7.0,6.199998,13.123027,13.123027,2.789999,2.789999,10.333028,92.997254,1141.656,571.672,569.983,1905.575,187.564,3885.164,0.0,0.0,-4836.648,model_estimate,Nippon Steel 공식 생산·배출·용량 총량에 맞춘 지역 블록 배분
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P1,NS-KANSAI,Kansai Works 블록,간사이,2036,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,3880.8,2494.8,6.3,5.600001,11.853062,11.853062,2.52,2.52,9.333062,46.66531,827.169,415.317,411.852,1384.391,83.999,1792.813,0.0,0.0,-2434.033,model_estimate,Nippon Steel 공식 생산·배출·용량 총량에 맞춘 지역 블록 배분
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P1,NS-KYUSHU,Kyushu Works Yawata 블록,규슈,2029,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,6160.0,3960.0,10.0,9.0,19.049562,4.05,4.05,4.05,14.999562,179.994744,2492.385,958.973,1533.412,3196.578,462.398,8009.343,0.0,0.0,-9175.933,model_estimate,Yawata BF→EAF 공시 방향을 반영해 조기 재투자 창을 설정; 블록 생산량 추정
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P1,NS-SETOUCHI,Setouchi Works Hirohata 블록,세토우치,2038,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,4620.0,2970.0,7.5,6.3,13.334693,13.334693,2.835,2.835,10.499693,31.49908,1061.969,444.218,617.751,1480.725,53.641,1160.962,0.0,0.0,-1633.359,model_estimate,Hirohata EAF 투자 방향을 반영한 복합 블록; 생산량·재투자연도 추정
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P2,NS-EAST,East Nippon Works 블록,동일본,2034,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,4989.6,3207.6,8.1,7.200001,15.239652,15.239652,3.24,3.24,11.999651,83.997558,1126.107,595.521,530.586,1981.108,159.97,3364.736,0.0,9.009,-4388.717,model_estimate,Nippon Steel 공식 생산·배출·용량 총량에 맞춘 지역 블록 배분
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P2,NS-NAGOYA,Nagoya Works 블록,나고야,2032,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,4312.0,2772.0,7.0,6.199998,13.123027,13.123027,2.789999,2.789999,10.333028,92.997254,1151.294,572.959,578.336,1905.575,187.564,3885.164,0.0,9.639,-4836.648,model_estimate,Nippon Steel 공식 생산·배출·용량 총량에 맞춘 지역 블록 배분
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P2,NS-KANSAI,Kansai Works 블록,간사이,2036,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,6237.0,4851.0,6.3,5.600001,11.853062,11.853062,1.12,1.12,10.733062,53.665311,11975.136,1361.544,10613.592,2691.871,181.997,1472.667,10409.747,18.002,-2799.149,model_estimate,Nippon Steel 공식 생산·배출·용량 총량에 맞춘 지역 블록 배분
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P2,NS-KYUSHU,Kyushu Works Yawata 블록,규슈,2029,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,6160.0,3960.0,10.0,9.0,19.049562,4.05,4.05,4.05,14.999562,179.994744,2510.792,970.326,1540.466,3196.578,462.398,8009.343,0.0,18.407,-9175.933,model_estimate,Yawata BF→EAF 공시 방향을 반영해 조기 재투자 창을 설정; 블록 생산량 추정
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P2,NS-SETOUCHI,Setouchi Works Hirohata 블록,세토우치,2038,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,7425.0,5775.0,7.5,6.3,13.334693,13.334693,1.26,1.26,12.074693,36.22408,8798.676,1275.849,7522.827,2879.188,116.221,953.647,6714.086,13.903,-1878.37,model_estimate,Hirohata EAF 투자 방향을 반영한 복합 블록; 생산량·재투자연도 추정
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P3,NS-EAST,East Nippon Works 블록,동일본,2034,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,4989.6,3207.6,8.1,7.200001,15.239652,15.239652,3.24,3.24,11.999651,83.997558,1142.64,597.453,545.187,1981.108,159.97,3364.736,0.0,25.542,-4388.717,model_estimate,Nippon Steel 공식 생산·배출·용량 총량에 맞춘 지역 블록 배분
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P3,NS-NAGOYA,Nagoya Works 블록,나고야,2032,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,4312.0,2772.0,7.0,6.199998,13.123027,13.123027,2.789999,2.789999,10.333028,92.997254,1169.143,575.125,594.018,1905.575,187.564,3885.164,0.0,27.488,-4836.648,model_estimate,Nippon Steel 공식 생산·배출·용량 총량에 맞춘 지역 블록 배분
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P3,NS-KANSAI,Kansai Works 블록,간사이,2036,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,6237.0,4851.0,6.3,5.600001,11.853062,11.853062,1.12,1.12,10.733062,53.665311,12016.929,1994.58,10022.349,2691.871,181.997,1472.667,10409.747,59.796,-2799.149,model_estimate,Nippon Steel 공식 생산·배출·용량 총량에 맞춘 지역 블록 배분
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P3,NS-KYUSHU,Kyushu Works Yawata 블록,규슈,2029,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,6160.0,3960.0,10.0,9.0,19.049562,4.05,4.05,4.05,14.999562,179.994744,2545.209,988.176,1557.033,3196.578,462.398,8009.343,0.0,52.824,-9175.933,model_estimate,Yawata BF→EAF 공시 방향을 반영해 조기 재투자 창을 설정; 블록 생산량 추정
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P3,NS-SETOUCHI,Setouchi Works Hirohata 블록,세토우치,2038,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,7425.0,5775.0,7.5,6.3,13.334693,13.334693,1.26,1.26,12.074693,36.22408,8829.358,1680.7,7148.658,2879.188,116.221,953.647,6714.086,44.585,-1878.37,model_estimate,Hirohata EAF 투자 방향을 반영한 복합 블록; 생산량·재투자연도 추정
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P4,NS-EAST,East Nippon Works 블록,동일본,2033,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,8019.0,6237.0,8.1,7.200001,15.239652,15.239652,1.44,1.44,13.799651,110.397211,25176.717,5229.602,19947.115,4064.022,407.592,3225.723,22959.048,279.529,-5759.197,model_estimate,Nippon Steel 공식 생산·배출·용량 총량에 맞춘 지역 블록 배분
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P4,NS-NAGOYA,Nagoya Works 블록,나고야,2031,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,4312.0,2772.0,7.0,6.199998,13.123027,13.123027,2.789999,2.789999,10.333028,103.330283,1348.801,614.483,734.317,2010.381,214.543,4408.919,0.0,64.193,-5349.236,model_estimate,Nippon Steel 공식 생산·배출·용량 총량에 맞춘 지역 블록 배분
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P4,NS-KANSAI,Kansai Works 블록,간사이,2035,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,6237.0,4851.0,6.3,5.600001,11.853062,11.853062,1.12,1.12,10.733062,64.398373,14447.379,3088.143,11359.236,2839.924,224.616,1804.443,12781.579,161.478,-3364.66,model_estimate,Nippon Steel 공식 생산·배출·용량 총량에 맞춘 지역 블록 배분
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P4,NS-KYUSHU,Kyushu Works Yawata 블록,규슈,2028,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,6160.0,3960.0,10.0,9.0,19.049562,4.05,4.05,4.05,14.999562,194.994306,3045.164,1088.523,1956.641,3372.39,516.049,8857.039,0.0,122.294,-9822.609,model_estimate,Yawata BF→EAF 공시 방향을 반영해 조기 재투자 창을 설정; 블록 생산량 추정
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P4,NS-SETOUCHI,Setouchi Works Hirohata 블록,세토우치,2037,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,7425.0,5775.0,7.5,6.3,13.334693,13.334693,1.26,1.26,12.074693,48.298774,11265.387,2549.316,8716.071,3037.543,159.299,1298.138,9157.474,125.774,-2512.841,model_estimate,Hirohata EAF 투자 방향을 반영한 복합 블록; 생산량·재투자연도 추정
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P5,NS-EAST,East Nippon Works 블록,동일본,2033,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,8019.0,6237.0,8.1,7.200001,15.239652,15.239652,1.44,1.44,13.799651,110.397211,25392.763,7186.451,18206.312,4064.022,407.592,3225.723,22959.048,495.575,-5759.197,model_estimate,Nippon Steel 공식 생산·배출·용량 총량에 맞춘 지역 블록 배분
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P5,NS-NAGOYA,Nagoya Works 블록,나고야,2031,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,6930.0,5390.0,7.0,6.199998,13.123027,13.123027,1.24,1.24,11.883028,118.830278,28307.897,7960.94,20346.957,3909.075,464.844,3621.612,25915.976,548.035,-6151.645,model_estimate,Nippon Steel 공식 생산·배출·용량 총량에 맞춘 지역 블록 배분
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P5,NS-KANSAI,Kansai Works 블록,간사이,2035,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,6237.0,4851.0,6.3,5.600001,11.853062,11.853062,1.12,1.12,10.733062,64.398373,14571.329,4165.145,10406.184,2839.924,224.616,1804.443,12781.579,285.427,-3364.66,model_estimate,Nippon Steel 공식 생산·배출·용량 총량에 맞춘 지역 블록 배분
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P5,NS-KYUSHU,Kyushu Works Yawata 블록,규슈,2028,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,6160.0,3960.0,10.0,9.0,19.049562,4.05,4.05,4.05,14.999562,194.994306,3132.669,1132.632,2000.037,3372.39,516.049,8857.039,0.0,209.8,-9822.609,model_estimate,Yawata BF→EAF 공시 방향을 반영해 조기 재투자 창을 설정; 블록 생산량 추정
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P5,NS-SETOUCHI,Setouchi Works Hirohata 블록,세토우치,2037,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,7425.0,5775.0,7.5,6.3,13.334693,13.334693,1.26,1.26,12.074693,48.298774,11360.499,3314.287,8046.212,3037.543,159.299,1298.138,9157.474,220.886,-2512.841,model_estimate,Hirohata EAF 투자 방향을 반영한 복합 블록; 생산량·재투자연도 추정
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P6,NS-EAST,East Nippon Works 블록,동일본,2032,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,8019.0,6237.0,8.1,7.200001,15.239652,15.239652,1.44,1.44,13.799651,124.196862,29485.206,10570.523,18914.683,4287.543,471.936,3706.126,26447.774,1031.119,-6459.292,model_estimate,Nippon Steel 공식 생산·배출·용량 총량에 맞춘 지역 블록 배분
NIPPON_STEEL_JP,Nippon Steel,ACCELERATED_15C,P6,NS-NAGOYA,Nagoya Works 블록,나고야,2030,BF_BOF,기준 BF-BOF 복합 블록,BF_RELINE,BF 개수·효율 패키지,1925.0,385.0,7.0,6.199998,13.123027,11.779996,11.779996,11.779996,1.343031,14.773343,-324.92,0.0,-324.92,294.577,40.501,88.456,0.0,11.55,-760.004,model_estimate,Nippon Steel 공식 생산·배출·용량 총량에 맞춘 지역 블록 배분
