company_id,company_name,candidate_id,template_plan_id,physical_portfolio_id,from_scenario_id,to_scenario_id,from_scenario_feasible,to_scenario_feasible,same_physical_portfolio,common_avoided_emissions_mtco2,delta_p50_common_kkrw_per_tco2_mean,delta_p50_common_kkrw_per_tco2_std,delta_tcar_kkrw_per_tco2_mean,delta_tcar_kkrw_per_tco2_std,delta_absolute_npv_p50_bn_krw_mean,delta_absolute_npv_p50_bn_krw_std,delta_absolute_npv_p90_bn_krw_mean,delta_absolute_npv_p90_bn_krw_std,delta_aligned_capex_bn_krw_mean,delta_aligned_capex_bn_krw_std,delta_net_cash_cost_p50_bn_krw_mean,delta_net_cash_cost_p50_bn_krw_std,delta_avoided_carbon_value_p50_bn_krw_mean,delta_avoided_carbon_value_p50_bn_krw_std,delta_policy_support_value_p50_bn_krw_mean,delta_policy_support_value_p50_bn_krw_std
KOBE_STEEL_JP,Kobe Steel,CAND-B3597FD7767497,P1,PORT-9862FC05DA24,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,105.301092,2.854278,0.167702,-4.372265,0.872339,300.558,17.659108,-159.845667,95.770858,0.0,0.0,-1418.160333,17.659668,-1718.719,0.0,-227.882333,5.583038
KOBE_STEEL_JP,Kobe Steel,CAND-B51B2DE2F2D28C,P4,PORT-8A59F01B884D,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,114.781594,13.685267,0.155607,-0.088207,0.308519,1570.816667,17.860784,1560.692,21.231297,0.0,0.0,-267.133,17.861235,-1837.95,0.0,-1132.055,3.584635
KOBE_STEEL_JP,Kobe Steel,CAND-B928C0FFDA3842,P1,PORT-D7B02E3224C4,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,76.663099,14.027715,0.144406,-0.80502,0.475621,1075.408333,11.070104,1013.692667,25.686292,0.0,0.0,-160.614,11.070681,-1236.022,0.0,-51.438667,0.882491
KOBE_STEEL_JP,Kobe Steel,CAND-C9A7A01CF97824,P6,PORT-6AF097B8F6F8,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,124.953456,23.143395,0.038846,0.595191,0.131431,2891.847,4.853757,2966.218333,20.283038,0.0,0.0,879.432667,4.854334,-2012.414,0.0,-2899.165333,7.561259
KOBE_STEEL_JP,Kobe Steel,CAND-C9EAFC0F482485,P2,PORT-1144EBE63B41,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,102.391093,7.270899,0.416659,-2.039957,0.270538,744.475333,42.662238,535.601667,30.165725,0.0,0.0,-924.109667,42.662238,-1668.585,0.0,-388.033,6.157502
KOBE_STEEL_JP,Kobe Steel,CAND-CE22CF7F8F72DA,P2,PORT-9862FC05DA24,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,105.301092,5.288849,0.225334,-3.16003,0.810224,556.921667,23.727758,224.167,83.192125,0.0,0.0,-1161.797,23.728029,-1718.719,0.0,-496.171333,13.033606
KOBE_STEEL_JP,Kobe Steel,CAND-D80CE96AA3B5C1,P1,PORT-8384667F6B8E,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,96.451092,10.568264,0.537097,-1.560308,0.402874,1019.320667,51.802999,868.826667,13.052283,0.0,0.0,-557.610333,51.803725,-1576.93,0.0,-140.359,1.365046
KOBE_STEEL_JP,Kobe Steel,CAND-DCD679F188D852,P1,PORT-1144EBE63B41,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,102.391093,5.177503,0.474141,-2.951654,0.20438,530.130667,48.548055,227.907,37.092983,0.0,0.0,-1138.454333,48.548055,-1668.585,0.0,-170.829333,3.846273
KOBE_STEEL_JP,Kobe Steel,CAND-DDE822F7D41D2E,P5,PORT-0095E30DB97C,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,118.419093,17.823891,0.039507,0.582476,0.122732,2110.688667,4.678677,2179.665667,9.962838,0.0,0.0,210.071,4.678792,-1900.618,0.0,-2103.466,5.361776
KOBE_STEEL_JP,Kobe Steel,CAND-E9169FB41B03EE,P1,PORT-0CA13428C264,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,42.211089,15.458992,0.186059,-0.299449,0.226389,652.540667,7.853742,639.900667,17.326562,0.0,0.0,-51.887333,7.853742,-704.428,0.0,-32.246333,0.450316
KOBE_STEEL_JP,Kobe Steel,CAND-F3EC79559B1773,P1,PORT-B0BA3BE7A418,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,25.333096,16.105197,0.025675,-0.058053,0.035413,407.994333,0.650471,406.524,0.866674,0.0,0.0,-5.658,0.650387,-413.653,0.0,-0.410667,0.011504
NIPPON_STEEL_JP,Nippon Steel,CAND-004C84C918F9F0,P2,PORT-7DC6DDA55D96,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,209.368973,10.009122,0.17418,-1.471541,0.760278,2095.599333,36.46794,1787.504333,158.329496,0.0,0.0,-1470.023667,36.46794,-3565.623,0.0,-721.219667,17.211297
NIPPON_STEEL_JP,Nippon Steel,CAND-005FE12044C08C,P2,PORT-91584DA203D9,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,223.148943,9.231591,0.183596,-1.698147,0.874001,2060.019667,40.969731,1681.080333,157.858224,0.0,0.0,-1710.741,40.969307,-3770.761,0.0,-635.123,9.68686
NIPPON_STEEL_JP,Nippon Steel,CAND-009A19D2863AA5,P1,PORT-1411E33E415A,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,447.753948,10.855992,0.141686,-1.918325,0.130791,4860.813333,63.440299,4001.875667,86.080885,0.0,0.0,-2590.019333,63.440556,-7450.833,0.0,-685.523333,13.751776
NIPPON_STEEL_JP,Nippon Steel,CAND-0902F4B4859A1C,P2,PORT-1411E33E415A,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,447.753948,11.470441,0.12412,-1.554027,0.249138,5135.935,55.57566,4440.113333,82.50371,0.0,0.0,-2314.897333,55.575103,-7450.833,0.0,-948.58,15.667467
NIPPON_STEEL_JP,Nippon Steel,CAND-0B64D3C56ED2FD,P1,PORT-93BA44A86FDE,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,468.703944,6.297066,0.122847,-3.307269,0.34921,2951.459333,57.578872,1401.329333,157.393355,0.0,0.0,-4854.853667,57.578872,-7806.313,0.0,-977.680667,25.115803
NIPPON_STEEL_JP,Nippon Steel,CAND-0CCB31C64DEB2F,P1,PORT-4025A7B6BA3A,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,379.748943,10.026455,0.475542,-1.808402,0.50501,3807.535333,180.586657,3120.796667,15.806572,0.0,0.0,-2472.148667,180.586657,-6279.684,0.0,-544.697333,6.024009
NIPPON_STEEL_JP,Nippon Steel,CAND-0E307C2CAB5D7A,P2,PORT-792EEE640306,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,339.438974,10.618672,0.276752,-1.532699,0.506039,3604.391,93.940606,3084.133333,80.023154,0.0,0.0,-2012.455667,93.940065,-5616.846,0.0,-782.228333,10.255604
NIPPON_STEEL_JP,Nippon Steel,CAND-185224D49A1B91,P1,PORT-3391EE4132D6,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,453.828942,9.415444,0.081628,-2.332749,0.25995,4273.001,37.045194,3214.332333,145.382513,0.0,0.0,-3278.14,37.045154,-7551.142,0.0,-810.349333,8.243933
NIPPON_STEEL_JP,Nippon Steel,CAND-18F73BD54A9F34,P1,PORT-6742936593A9,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,454.753949,9.417554,0.236085,-2.474078,0.197318,4282.669667,107.360737,3157.573,197.019751,0.0,0.0,-3288.762333,107.360737,-7571.432,0.0,-806.188333,23.173723
NIPPON_STEEL_JP,Nippon Steel,CAND-1D35A6D7D808A4,P1,PORT-5DE4D9A04480,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,461.703943,7.384242,0.516966,-2.518739,0.604414,3409.333333,238.685434,2246.421333,206.329938,0.0,0.0,-4276.380333,238.685909,-7685.714,0.0,-861.033,18.041228
NIPPON_STEEL_JP,Nippon Steel,CAND-1F99EBB5AE8665,P3,PORT-05EE518306D9,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,460.828943,10.819714,0.201833,-0.941086,0.248658,4986.037667,93.010081,4552.358,119.274949,0.0,0.0,-2685.703,93.01049,-7671.74,0.0,-2321.222667,30.552631
NIPPON_STEEL_JP,Nippon Steel,CAND-1FF01FDB28F13A,P4,PORT-D74D023C0D05,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,521.418946,12.179939,0.156355,-0.506035,0.151969,6350.851,81.526855,6086.994333,137.355587,0.0,0.0,-2226.705,81.526855,-8577.556,0.0,-3424.770667,18.323235
NIPPON_STEEL_JP,Nippon Steel,CAND-23459FF23C9DCD,P1,PORT-032FE0BDCFB5,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,326.198932,12.071202,0.280429,-1.013729,0.431187,3937.613,91.475929,3606.936,83.248287,0.0,0.0,-1426.976667,91.475411,-5364.591,0.0,-465.236333,6.556641
NIPPON_STEEL_JP,Nippon Steel,CAND-2E3E235F5F3F44,P2,PORT-0ACD636A8AEE,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,446.878947,11.335116,0.109456,-1.08102,0.231055,5065.425,48.913453,4582.34,63.139299,0.0,0.0,-2371.434,48.913453,-7436.859,0.0,-985.207333,13.558972
NIPPON_STEEL_JP,Nippon Steel,CAND-32B1C4DEC95227,P3,PORT-0ACD636A8AEE,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,446.878947,12.12698,0.139137,-0.762475,0.293904,5419.292333,62.178263,5078.558333,81.581627,0.0,0.0,-2017.567,62.177311,-7436.859,0.0,-1284.498,15.692379
NIPPON_STEEL_JP,Nippon Steel,CAND-33480771F67BD6,P2,PORT-5DE4D9A04480,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,461.703943,8.674958,0.424999,-1.867419,0.52183,4005.262,196.223582,3143.068,190.398191,0.0,0.0,-3680.451333,196.22309,-7685.714,0.0,-1462.673667,12.242784
NIPPON_STEEL_JP,Nippon Steel,CAND-3DE8D6197F9834,P3,PORT-7F141003EFD9,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,466.428943,10.188667,0.408056,-1.225622,0.661532,4752.289,190.329297,4180.623667,173.205197,0.0,0.0,-3014.747667,190.328721,-7767.037,0.0,-2709.919667,44.797625
NIPPON_STEEL_JP,Nippon Steel,CAND-43ED54F71B5B31,P2,PORT-00A7244DC13E,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,366.843974,10.94643,0.251518,-1.52266,0.406709,4015.631667,92.267471,3457.053,91.321246,0.0,0.0,-2072.889,92.26802,-6088.521,0.0,-847.084,4.586406
NIPPON_STEEL_JP,Nippon Steel,CAND-450CB289C8C9D2,P1,PORT-00A7244DC13E,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,366.843974,10.229326,0.235431,-1.942097,0.367792,3752.566333,86.367081,3040.119667,105.164366,0.0,0.0,-2335.954,86.367115,-6088.521,0.0,-586.355333,6.510764
NIPPON_STEEL_JP,Nippon Steel,CAND-45605758418B60,P2,PORT-3391EE4132D6,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,453.828942,10.374229,0.024943,-1.788678,0.32785,4708.125,11.319785,3896.371,154.118015,0.0,0.0,-2843.015667,11.320315,-7551.142,0.0,-1203.278667,21.330445
NIPPON_STEEL_JP,Nippon Steel,CAND-478F19D65CB3E6,P2,PORT-760BEDA2ECE0,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,326.243969,10.418489,0.287594,-1.476984,0.393419,3398.969667,93.826269,2917.112667,52.208276,0.0,0.0,-1990.077,93.825888,-5389.046,0.0,-787.083333,6.03853
NIPPON_STEEL_JP,Nippon Steel,CAND-4C03DDE7A8F948,P3,PORT-42FD0857B83C,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,452.478948,11.5104,0.067489,-1.054964,0.147938,5208.214,30.537864,4730.865333,97.220486,0.0,0.0,-2323.941667,30.537568,-7532.156,0.0,-1688.792667,12.785166
NIPPON_STEEL_JP,Nippon Steel,CAND-505DC50EEE65AA,P2,PORT-93BA44A86FDE,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,468.703944,7.931304,0.154345,-2.517906,0.414435,3717.433667,72.342426,2537.280333,136.503374,0.0,0.0,-4088.879667,72.341997,-7806.313,0.0,-1718.043,31.63327
NIPPON_STEEL_JP,Nippon Steel,CAND-51563CC4DFE733,P1,PORT-792EEE640306,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,339.438974,9.857901,0.352782,-1.993433,0.607092,3346.156,119.748258,2669.507333,95.221812,0.0,0.0,-2270.690667,119.747266,-5616.846,0.0,-510.190667,10.533095
NIPPON_STEEL_JP,Nippon Steel,CAND-54996F21D43414,P2,PORT-4025A7B6BA3A,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,379.748943,10.744519,0.446507,-1.386105,0.528989,4080.22,169.560809,3553.848,33.668064,0.0,0.0,-2199.464,169.560809,-6279.684,0.0,-799.807,11.393043
NIPPON_STEEL_JP,Nippon Steel,CAND-59D7A6AFC21669,P2,PORT-9961527CE1F4,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,407.153943,11.082836,0.233609,-1.478368,0.322132,4512.420333,95.114791,3910.497333,53.949532,0.0,0.0,-2238.937333,95.115366,-6751.357,0.0,-876.210667,7.932676
NIPPON_STEEL_JP,Nippon Steel,CAND-61C6F8AE75933E,P3,PORT-3391EE4132D6,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,453.828942,11.704973,0.018508,-1.154944,0.318894,5312.055667,8.399644,4787.908333,137.256709,0.0,0.0,-2239.086333,8.399644,-7551.142,0.0,-1800.38,24.235515
NIPPON_STEEL_JP,Nippon Steel,CAND-62B732F24FF616,P1,PORT-92BAA222AC4A,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,365.968973,10.300409,0.197661,-1.917477,0.25094,3769.630333,72.33779,3067.893,135.235011,0.0,0.0,-2304.917,72.337972,-6074.547,0.0,-661.434,7.571972
NIPPON_STEEL_JP,Nippon Steel,CAND-67842A89ECECE4,P2,PORT-A38E7AB93504,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,373.798938,10.868669,0.15438,-1.258219,0.486179,4062.697,57.70681,3592.376,124.618804,0.0,0.0,-2121.967333,57.706233,-6184.664,0.0,-876.68,8.030186
NIPPON_STEEL_JP,Nippon Steel,CAND-73FBF939F237E6,P2,PORT-92BAA222AC4A,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,365.968973,11.001502,0.053804,-1.521899,0.278956,4026.208667,19.690415,3469.241,121.689667,0.0,0.0,-2048.339,19.690971,-6074.547,0.0,-872.576,16.486392
NIPPON_STEEL_JP,Nippon Steel,CAND-7400D0EA735D98,P3,PORT-6742936593A9,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,454.753949,11.469346,0.136618,-1.174672,0.146286,5215.73,62.127541,4681.543667,128.588954,0.0,0.0,-2355.701,62.127541,-7571.432,0.0,-1822.560333,24.049169
NIPPON_STEEL_JP,Nippon Steel,CAND-7431CBC596FC03,P1,PORT-7CA9F3BA0776,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,473.428944,5.192999,0.697792,-3.123026,0.56339,2458.515667,330.354922,979.985,91.19977,0.0,0.0,-5429.120333,330.354922,-7887.636,0.0,-1112.424,21.89849
NIPPON_STEEL_JP,Nippon Steel,CAND-7BA4793B4CD2AC,P2,PORT-05EE518306D9,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,460.828943,9.040785,0.285121,-1.689294,0.496137,4166.255667,131.392394,3387.780333,198.316893,0.0,0.0,-3505.485667,131.392502,-7671.74,0.0,-1468.862667,16.023221
NIPPON_STEEL_JP,Nippon Steel,CAND-7C97E5CB4322B2,P3,PORT-A38E7AB93504,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,373.798938,11.81452,0.094865,-0.799728,0.317686,4416.255333,35.460316,4117.317333,86.276417,0.0,0.0,-1768.409333,35.460893,-6184.664,0.0,-1211.273,16.376251
NIPPON_STEEL_JP,Nippon Steel,CAND-7F68777647A3B1,P1,PORT-7F141003EFD9,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,466.428943,6.520536,0.396601,-2.907315,0.758843,3041.366333,184.985904,1685.311,239.220725,0.0,0.0,-4725.670667,184.985904,-7767.037,0.0,-985.793,18.479174
NIPPON_STEEL_JP,Nippon Steel,CAND-7F997B0F0381A1,P1,PORT-85B082834E97,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,318.368967,12.174564,0.345442,-1.535162,0.262496,3876.003333,109.977641,3387.256,34.328281,0.0,0.0,-1378.469667,109.977641,-5254.474,0.0,-471.855,5.827635
NIPPON_STEEL_JP,Nippon Steel,CAND-87B9435721978E,P1,PORT-5CFD50239439,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,321.473932,13.688746,0.171549,-0.466026,0.11338,4400.574667,55.148188,4250.76,43.258151,0.0,0.0,-882.692333,55.148932,-5283.268,0.0,-335.686333,4.004825
NIPPON_STEEL_JP,Nippon Steel,CAND-8A32EE77ABBE07,P1,PORT-0ACD636A8AEE,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,446.878947,10.833311,0.096144,-1.367913,0.242653,4841.178333,42.964095,4229.887,66.018793,0.0,0.0,-2595.680667,42.964095,-7436.859,0.0,-765.761667,9.213873
NIPPON_STEEL_JP,Nippon Steel,CAND-91BB5A02A7A61F,P2,PORT-42FD0857B83C,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,452.478948,10.402806,0.254063,-1.658114,0.328609,4707.050333,114.958554,3956.789333,95.710576,0.0,0.0,-2825.105,114.95813,-7532.156,0.0,-1170.827333,12.390616
NIPPON_STEEL_JP,Nippon Steel,CAND-97FAAFFD87E907,P1,PORT-160DD6C4A97F,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,442.153947,12.184946,0.238078,-1.57796,0.362495,5387.621667,105.266405,4689.920333,55.24875,0.0,0.0,-1967.914,105.266719,-7355.536,0.0,-636.634667,6.85552
NIPPON_STEEL_JP,Nippon Steel,CAND-9EF16DBB46004F,P1,PORT-833EEC5002A6,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,369.073938,11.765344,0.12949,-1.529611,0.228233,4342.282,47.791252,3777.742333,62.932122,0.0,0.0,-1761.059,47.791252,-6103.341,0.0,-533.529667,4.28098
NIPPON_STEEL_JP,Nippon Steel,CAND-B22DEBDE0F4599,P1,PORT-9961527CE1F4,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,407.153943,10.360411,0.284629,-1.762446,0.362599,4218.282333,115.887436,3500.695667,38.38863,0.0,0.0,-2533.075333,115.887979,-6751.357,0.0,-617.595333,13.185269
NIPPON_STEEL_JP,Nippon Steel,CAND-BB1980A1B6CB5D,P1,PORT-0650AB6C64AE,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,408.503937,10.119652,0.362802,-1.774359,0.238529,4133.917667,148.206144,3409.085667,169.515038,0.0,0.0,-2636.425333,148.206144,-6770.344,0.0,-610.066,12.310257
NIPPON_STEEL_JP,Nippon Steel,CAND-BCE0067D428D60,P2,PORT-00B029BF7478,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,459.478949,9.296612,0.273255,-1.809504,0.306668,4271.598,125.555083,3440.169,17.682298,0.0,0.0,-3381.156667,125.554602,-7652.755,0.0,-1445.884333,8.830899
NIPPON_STEEL_JP,Nippon Steel,CAND-BE3632C0C6EBCB,P1,PORT-28AC80454322,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,449.103942,10.446538,0.397243,-1.976662,0.544253,4691.581667,178.40255,3803.855,75.436755,0.0,0.0,-2778.236333,178.403483,-7469.819,0.0,-678.233333,8.042492
NIPPON_STEEL_JP,Nippon Steel,CAND-BF06102F6003FE,P2,PORT-7CA9F3BA0776,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,473.428944,6.930159,0.622719,-2.212091,0.508331,3280.938,294.81255,2233.67,72.938231,0.0,0.0,-4606.698333,294.813078,-7887.636,0.0,-1973.935333,27.600985
NIPPON_STEEL_JP,Nippon Steel,CAND-BF076556907246,P1,PORT-10D90F59290D,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,361.243973,11.631368,0.309434,-1.168045,0.462775,4201.761667,111.780966,3779.812,57.161249,0.0,0.0,-1791.462333,111.780966,-5993.224,0.0,-534.971667,8.690747
NIPPON_STEEL_JP,Nippon Steel,CAND-C0EAED81BD41EE,P1,PORT-42FD0857B83C,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,452.478948,9.65251,0.448158,-2.1467,0.561582,4367.557667,202.781852,3396.221,93.005826,0.0,0.0,-3164.598,202.781992,-7532.156,0.0,-813.037667,8.683426
NIPPON_STEEL_JP,Nippon Steel,CAND-C1AAA9A0078119,P1,PORT-9E76B3BFF9FF,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,456.103943,8.92714,0.314595,-2.342249,0.295089,4071.703667,143.48842,3003.394667,11.797133,0.0,0.0,-3518.713333,143.48842,-7590.417,0.0,-796.032333,13.430671
NIPPON_STEEL_JP,Nippon Steel,CAND-C4C9319CE1829D,P2,PORT-7F141003EFD9,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,466.428943,7.990205,0.442237,-2.125689,0.760549,3726.862333,206.272423,2735.38,207.684974,0.0,0.0,-4040.174667,206.271636,-7767.037,0.0,-1679.965333,13.647035
NIPPON_STEEL_JP,Nippon Steel,CAND-C51D410B54BFD5,P3,PORT-5DE4D9A04480,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,461.703943,10.625363,0.301838,-1.117942,0.356462,4905.771667,139.359535,4389.613333,144.446499,0.0,0.0,-2779.942,139.360071,-7685.714,0.0,-2332.567333,18.155076
NIPPON_STEEL_JP,Nippon Steel,CAND-CA2E4138D9BC07,P1,PORT-05EE518306D9,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,460.828943,7.897637,0.324364,-2.447203,0.774807,3639.460333,149.476199,2511.718,290.237811,0.0,0.0,-4032.280667,149.475724,-7671.74,0.0,-931.777667,15.159614
NIPPON_STEEL_JP,Nippon Steel,CAND-CDFE2587E5584F,P4,PORT-34AD95AD1263,ACCELERATED_15C,DISCLOSED_PATH,True,False,True,522.518939,12.540638,0.206353,-0.389164,0.357677,6552.720667,107.82378,6349.375,87.874495,0.0,0.0,-2037.555667,107.823209,-8590.276,0.0,-3663.871333,40.679238
NIPPON_STEEL_JP,Nippon Steel,CAND-D42C7F372720F7,P3,PORT-92BAA222AC4A,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,365.968973,11.934013,0.146003,-0.999138,0.42192,4367.478667,53.432358,4001.825667,107.023171,0.0,0.0,-1707.068667,53.43287,-6074.547,0.0,-1226.889333,7.903433
NIPPON_STEEL_JP,Nippon Steel,CAND-D5FFDB7EE708DF,P1,PORT-FFBC6AEA16BA,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,333.838973,11.775324,0.197501,-1.645013,0.374711,3931.062,65.933476,3381.892667,106.422335,0.0,0.0,-1590.488,65.933476,-5521.55,0.0,-457.393,8.714795
NIPPON_STEEL_JP,Nippon Steel,CAND-D862A4AE5F72FA,P3,PORT-93BA44A86FDE,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,468.703944,10.226683,0.147181,-1.469316,0.347053,4793.286667,68.984796,4104.612333,105.54513,0.0,0.0,-3013.026333,68.984796,-7806.313,0.0,-2836.133333,37.898155
NIPPON_STEEL_JP,Nippon Steel,CAND-E305EEE782C913,P1,PORT-A38E7AB93504,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,373.798938,10.32272,0.252289,-1.71073,0.726751,3858.622,94.305764,3219.152667,182.425045,0.0,0.0,-2326.042333,94.305203,-6184.664,0.0,-658.982667,2.668903
NIPPON_STEEL_JP,Nippon Steel,CAND-E6E6E810AB390A,P1,PORT-20A3A9F442CD,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,341.668938,11.553228,0.230619,-1.49693,0.529817,3947.378667,78.79555,3435.924333,117.556959,0.0,0.0,-1684.288,78.795198,-5631.667,0.0,-456.013667,5.005539
NIPPON_STEEL_JP,Nippon Steel,CAND-EBD30C485CEFDA,P2,PORT-9E76B3BFF9FF,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,456.103943,9.870053,0.315376,-1.665157,0.312546,4501.77,143.843917,3742.285667,35.577987,0.0,0.0,-3088.647,143.843917,-7590.417,0.0,-1257.743667,2.42607
NIPPON_STEEL_JP,Nippon Steel,CAND-EBFD77804A64A5,P3,PORT-7CA9F3BA0776,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,473.428944,9.561321,0.429343,-1.200867,0.340291,4526.606,203.262929,3958.081,58.046969,0.0,0.0,-3361.029667,203.263976,-7887.636,0.0,-3216.617333,52.29413
NIPPON_STEEL_JP,Nippon Steel,CAND-EF9F86F64A1C2A,P3,PORT-00B029BF7478,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,459.478949,10.906039,0.169375,-1.117401,0.217076,5011.095333,77.824016,4497.673,26.220751,0.0,0.0,-2641.659667,77.824016,-7652.755,0.0,-2177.366,7.396159
NIPPON_STEEL_JP,Nippon Steel,CAND-F6184286A4322F,P2,PORT-6742936593A9,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,454.753949,10.248131,0.198012,-1.881389,0.166321,4660.378333,90.046471,3804.809,165.681487,0.0,0.0,-2911.053333,90.046031,-7571.432,0.0,-1210.890667,19.025452
NIPPON_STEEL_JP,Nippon Steel,CAND-F940A5016FE44E,P1,PORT-00B029BF7478,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,459.478949,8.192844,0.407365,-2.408966,0.447567,3764.439333,187.175097,2657.569667,18.67063,0.0,0.0,-3888.315667,187.175097,-7652.755,0.0,-945.849333,18.492728
NIPPON_STEEL_JP,Nippon Steel,CAND-FCEB78D7C5F4C6,P1,PORT-7DCD4991144C,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,313.643967,13.721274,0.017414,-0.557726,0.273411,4303.595,5.461404,4128.667667,86.403203,0.0,0.0,-869.555667,5.461969,-5173.151,0.0,-340.839667,5.470771
POSCO_KR,POSCO,CAND-00B5592B22DA24,P4,PORT-66E75B54664A,ACCELERATED_15C,DISCLOSED_PATH,True,True,True,505.60626,12.75013,0.177835,-0.264234,0.029203,6446.545333,89.914219,6312.946667,104.648727,0.0,0.0,-1912.193,89.914511,-8358.739,0.0,-3312.629333,42.276116
POSCO_KR,POSCO,CAND-014834EFF571CA,P2,PORT-26982033AA0F,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,150.693902,9.660237,0.560378,-2.261538,0.829498,1455.738333,84.445355,1114.939,69.245018,0.0,0.0,-1075.367,84.445221,-2531.106,0.0,-482.842333,8.096277
POSCO_KR,POSCO,CAND-022C4C9D65C291,P2,PORT-3D4DF75A91D4,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,247.593892,8.640803,0.295672,-2.521063,1.230776,2139.410333,73.206446,1515.21,232.642131,0.0,0.0,-2059.442333,73.206783,-4198.852,0.0,-996.288,4.697467
POSCO_KR,POSCO,CAND-03F5DDC22322D9,P1,PORT-2E4122B1D61A,ACCELERATED_15C,DISCLOSED_PATH,False,False,True,305.733857,6.319298,0.345149,-2.996409,0.68821,1932.023333,105.524161,1015.919,167.518109,0.0,0.0,-3083.012,105.523777,-5015.036,0.0,-680.094667,11.350613
POSCO_KR,POSCO,CAND-0792E2DF105A73,P5,PORT-C07B5FF15869,ACCELERATED_15C,DISCLOSED_PATH,False,True,True,362.346302,15.523579,0.177591,0.16843,0.026799,5624.911667,64.349397,5685.941667,71.33471,0.0,0.0,-499.044667,64.349221,-6123.955,0.0,-4304.735333,51.743064
