candidate_id,company_id,company_name,template_plan_id,template_plan_name,physical_portfolio_id,origin_scenario_id,facility_action_count,earliest_transition_year,latest_transition_year,bf_reline_capacity_share,scrap_eaf_capacity_share,h2_dri_eaf_capacity_share,renewable_eaf_capacity_share,ppa_share,hydrogen_contract_share,fixed_epc_share,ccfd_share,contract_premium_pct,common_avoided_emissions_mtco2,action_signature,data_status,source_note
CAND-720A05CD8AE3E2,POSCO_KR,POSCO,P1,지연·현물조달,PORT-802EEF341C7A,DISCLOSED_PATH,5,2029,2037,0.197861,0.494652,0.275401,0.032086,0.0,0.0,0.1,0.0,0.0,326.164221,POS-GWY-E:H2_DRI_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:SCRAP_EAF:2035|POS-POH-N:SCRAP_EAF:2029|POS-POH-S:BF_RELINE:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-740ECD279950BF,POSCO_KR,POSCO,P1,지연·현물조달,PORT-C86521A83E05,DISCLOSED_PATH,5,2029,2037,0.748663,0.0,0.219251,0.032086,0.0,0.0,0.1,0.0,0.0,201.693848,POS-GWY-E:BF_RELINE:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:BF_RELINE:2035|POS-POH-N:H2_DRI_EAF:2029|POS-POH-S:BF_RELINE:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-768E1E0177B559,POSCO_KR,POSCO,P1,지연·현물조달,PORT-39D02858EAF7,DISCLOSED_PATH,5,2029,2037,0.197861,0.550802,0.219251,0.032086,0.0,0.0,0.1,0.0,0.0,339.461218,POS-GWY-E:SCRAP_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:SCRAP_EAF:2035|POS-POH-N:H2_DRI_EAF:2029|POS-POH-S:BF_RELINE:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-78797020DAE1ED,POSCO_KR,POSCO,P1,지연·현물조달,PORT-13C60822C05B,DISCLOSED_PATH,5,2029,2037,0.0,0.473262,0.494652,0.032086,0.0,0.0,0.1,0.0,0.0,437.704222,POS-GWY-E:H2_DRI_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:SCRAP_EAF:2035|POS-POH-N:H2_DRI_EAF:2029|POS-POH-S:SCRAP_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-78AFB726B7A88B,POSCO_KR,POSCO,P4,균형형 전환,PORT-58026D3E7D92,DISCLOSED_PATH,5,2028,2036,0.0,0.0,0.967914,0.032086,0.5,0.45,0.5,0.4,0.02,530.306253,POS-GWY-E:H2_DRI_EAF:2036|POS-GWY-EAF:EAF_RENEWABLE:2032|POS-GWY-W:H2_DRI_EAF:2034|POS-POH-N:H2_DRI_EAF:2028|POS-POH-S:H2_DRI_EAF:2031,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-78E6429AC7E94B,POSCO_KR,POSCO,P4,균형형 전환,PORT-E5B2C8C93808,DISCLOSED_PATH,5,2028,2036,0.473262,0.0,0.494652,0.032086,0.5,0.45,0.5,0.4,0.02,333.930774,POS-GWY-E:BF_RELINE:2036|POS-GWY-EAF:EAF_RENEWABLE:2032|POS-GWY-W:H2_DRI_EAF:2034|POS-POH-N:H2_DRI_EAF:2028|POS-POH-S:BF_RELINE:2031,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-792D113D5F79C5,POSCO_KR,POSCO,P1,지연·현물조달,PORT-33B2B6D2E85D,DISCLOSED_PATH,5,2029,2037,0.0,0.0,0.967914,0.032086,0.0,0.0,0.1,0.0,0.0,467.254222,POS-GWY-E:H2_DRI_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:H2_DRI_EAF:2035|POS-POH-N:H2_DRI_EAF:2029|POS-POH-S:H2_DRI_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-7B31F93CD51072,POSCO_KR,POSCO,P2,지연·부분헤지,PORT-9D42DCC7C1C0,DISCLOSED_PATH,5,2029,2037,0.275401,0.197861,0.494652,0.032086,0.15,0.1,0.2,0.1,0.01,355.054231,POS-GWY-E:H2_DRI_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:BF_RELINE:2035|POS-POH-N:H2_DRI_EAF:2029|POS-POH-S:SCRAP_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-7BC738434560A6,POSCO_KR,POSCO,P1,지연·현물조달,PORT-7ED23B40E316,DISCLOSED_PATH,5,2029,2037,0.0,0.692513,0.275401,0.032086,0.0,0.0,0.1,0.0,0.0,414.904229,POS-GWY-E:H2_DRI_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:SCRAP_EAF:2035|POS-POH-N:SCRAP_EAF:2029|POS-POH-S:SCRAP_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-7C8A83E5E3D601,POSCO_KR,POSCO,P2,지연·부분헤지,PORT-A362C9C2347F,DISCLOSED_PATH,5,2029,2037,0.219251,0.197861,0.550802,0.032086,0.15,0.1,0.2,0.1,0.01,296.914266,POS-GWY-E:H2_DRI_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:H2_DRI_EAF:2035|POS-POH-N:BF_RELINE:2029|POS-POH-S:SCRAP_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-7D117A922A194C,POSCO_KR,POSCO,P5,조기 계약형 전환,PORT-66E75B54664A,DISCLOSED_PATH,5,2028,2036,0.0,0.219251,0.748663,0.032086,0.7,0.65,0.65,0.6,0.025,505.60626,POS-GWY-E:H2_DRI_EAF:2036|POS-GWY-EAF:EAF_RENEWABLE:2032|POS-GWY-W:H2_DRI_EAF:2034|POS-POH-N:SCRAP_EAF:2028|POS-POH-S:H2_DRI_EAF:2031,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-7D54A929A881B5,POSCO_KR,POSCO,P2,지연·부분헤지,PORT-34425DFA5633,DISCLOSED_PATH,5,2029,2037,0.197861,0.494652,0.275401,0.032086,0.15,0.1,0.2,0.1,0.01,330.911223,POS-GWY-E:SCRAP_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:H2_DRI_EAF:2035|POS-POH-N:SCRAP_EAF:2029|POS-POH-S:BF_RELINE:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-82137032DA556B,POSCO_KR,POSCO,P3,균형형 라이트헤지,PORT-560F313069EA,DISCLOSED_PATH,5,2029,2037,0.0,0.473262,0.494652,0.032086,0.3,0.25,0.35,0.25,0.015,442.451224,POS-GWY-E:SCRAP_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:H2_DRI_EAF:2035|POS-POH-N:H2_DRI_EAF:2029|POS-POH-S:SCRAP_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-82FF2AA13BA34C,POSCO_KR,POSCO,P2,지연·부분헤지,PORT-8826D0B469EE,DISCLOSED_PATH,5,2029,2037,0.0,0.417112,0.550802,0.032086,0.15,0.1,0.2,0.1,0.01,429.154227,POS-GWY-E:H2_DRI_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:H2_DRI_EAF:2035|POS-POH-N:SCRAP_EAF:2029|POS-POH-S:SCRAP_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-83ED3699C29971,POSCO_KR,POSCO,P1,지연·현물조달,PORT-B12C0B3A9BF6,DISCLOSED_PATH,5,2029,2037,0.473262,0.0,0.494652,0.032086,0.0,0.0,0.1,0.0,0.0,266.314223,POS-GWY-E:H2_DRI_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:BF_RELINE:2035|POS-POH-N:H2_DRI_EAF:2029|POS-POH-S:BF_RELINE:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-8500444D836C3B,POSCO_KR,POSCO,P3,균형형 라이트헤지,PORT-A362C9C2347F,DISCLOSED_PATH,5,2029,2037,0.219251,0.197861,0.550802,0.032086,0.3,0.25,0.35,0.25,0.015,296.914266,POS-GWY-E:H2_DRI_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:H2_DRI_EAF:2035|POS-POH-N:BF_RELINE:2029|POS-POH-S:SCRAP_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-85CCFBCC423AC6,POSCO_KR,POSCO,P1,지연·현물조달,PORT-CD2F629A3E6E,DISCLOSED_PATH,5,2029,2037,0.275401,0.473262,0.219251,0.032086,0.0,0.0,0.1,0.0,0.0,345.551235,POS-GWY-E:SCRAP_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:BF_RELINE:2035|POS-POH-N:H2_DRI_EAF:2029|POS-POH-S:SCRAP_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-85F3946F134CF3,POSCO_KR,POSCO,P2,지연·부분헤지,PORT-83A899345F31,DISCLOSED_PATH,5,2029,2037,0.494652,0.0,0.473262,0.032086,0.15,0.1,0.2,0.1,0.01,215.314277,POS-GWY-E:H2_DRI_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:BF_RELINE:2035|POS-POH-N:BF_RELINE:2029|POS-POH-S:H2_DRI_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-86531E25156197,POSCO_KR,POSCO,P1,지연·현물조달,PORT-F7156CC53AF8,DISCLOSED_PATH,5,2029,2037,0.197861,0.275401,0.494652,0.032086,0.0,0.0,0.1,0.0,0.0,353.711217,POS-GWY-E:SCRAP_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:H2_DRI_EAF:2035|POS-POH-N:H2_DRI_EAF:2029|POS-POH-S:BF_RELINE:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-87C97266879F75,POSCO_KR,POSCO,P1,지연·현물조달,PORT-AD0B41B0F73F,DISCLOSED_PATH,5,2029,2037,0.417112,0.0,0.550802,0.032086,0.0,0.0,0.1,0.0,0.0,208.174258,POS-GWY-E:H2_DRI_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:H2_DRI_EAF:2035|POS-POH-N:BF_RELINE:2029|POS-POH-S:BF_RELINE:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-88EF081DB56A53,POSCO_KR,POSCO,P3,균형형 라이트헤지,PORT-15CB4F8207C5,DISCLOSED_PATH,5,2029,2037,0.219251,0.0,0.748663,0.032086,0.3,0.25,0.35,0.25,0.015,312.214267,POS-GWY-E:H2_DRI_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:H2_DRI_EAF:2035|POS-POH-N:BF_RELINE:2029|POS-POH-S:H2_DRI_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-89035CDCA8B1B8,POSCO_KR,POSCO,P1,지연·현물조달,PORT-582BD7A8624A,DISCLOSED_PATH,5,2029,2037,0.692513,0.0,0.275401,0.032086,0.0,0.0,0.1,0.0,0.0,143.553883,POS-GWY-E:BF_RELINE:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:H2_DRI_EAF:2035|POS-POH-N:BF_RELINE:2029|POS-POH-S:BF_RELINE:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-8C5643F3C49FCD,POSCO_KR,POSCO,P1,지연·현물조달,PORT-76FA0E81D10C,DISCLOSED_PATH,5,2029,2037,0.0,0.197861,0.770053,0.032086,0.0,0.0,0.1,0.0,0.0,451.954221,POS-GWY-E:H2_DRI_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:H2_DRI_EAF:2035|POS-POH-N:H2_DRI_EAF:2029|POS-POH-S:SCRAP_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-8F4A05F7777C25,POSCO_KR,POSCO,P2,지연·부분헤지,PORT-4EF0EAC87C10,DISCLOSED_PATH,5,2029,2037,0.275401,0.0,0.692513,0.032086,0.15,0.1,0.2,0.1,0.01,370.354232,POS-GWY-E:H2_DRI_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:BF_RELINE:2035|POS-POH-N:H2_DRI_EAF:2029|POS-POH-S:H2_DRI_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-8F7D749DB935D5,POSCO_KR,POSCO,P1,지연·현물조달,PORT-6B1E9B74730C,DISCLOSED_PATH,5,2029,2037,0.0,0.275401,0.692513,0.032086,0.0,0.0,0.1,0.0,0.0,457.751226,POS-GWY-E:SCRAP_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:H2_DRI_EAF:2035|POS-POH-N:H2_DRI_EAF:2029|POS-POH-S:H2_DRI_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-90EDE709002A4D,POSCO_KR,POSCO,P1,지연·현물조달,PORT-A362C9C2347F,DISCLOSED_PATH,5,2029,2037,0.219251,0.197861,0.550802,0.032086,0.0,0.0,0.1,0.0,0.0,296.914266,POS-GWY-E:H2_DRI_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:H2_DRI_EAF:2035|POS-POH-N:BF_RELINE:2029|POS-POH-S:SCRAP_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-914376A043BEEB,POSCO_KR,POSCO,P4,균형형 전환,PORT-CE86444A20D7,DISCLOSED_PATH,5,2028,2036,0.0,0.275401,0.692513,0.032086,0.5,0.45,0.5,0.4,0.02,513.681255,POS-GWY-E:H2_DRI_EAF:2036|POS-GWY-EAF:EAF_RENEWABLE:2032|POS-GWY-W:SCRAP_EAF:2034|POS-POH-N:H2_DRI_EAF:2028|POS-POH-S:H2_DRI_EAF:2031,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-916F45330732D4,POSCO_KR,POSCO,P2,지연·부분헤지,PORT-2E6F921B196A,DISCLOSED_PATH,5,2029,2037,0.275401,0.219251,0.473262,0.032086,0.15,0.1,0.2,0.1,0.01,347.554239,POS-GWY-E:H2_DRI_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:BF_RELINE:2035|POS-POH-N:SCRAP_EAF:2029|POS-POH-S:H2_DRI_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-921D50D4015721,POSCO_KR,POSCO,P3,균형형 라이트헤지,PORT-96133A6427FE,DISCLOSED_PATH,5,2029,2037,0.0,0.494652,0.473262,0.032086,0.3,0.25,0.35,0.25,0.015,430.20423,POS-GWY-E:H2_DRI_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:SCRAP_EAF:2035|POS-POH-N:SCRAP_EAF:2029|POS-POH-S:H2_DRI_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-92409F72DEE5B3,POSCO_KR,POSCO,P1,지연·현물조달,PORT-58F96F629E32,DISCLOSED_PATH,5,2029,2037,0.473262,0.219251,0.275401,0.032086,0.0,0.0,0.1,0.0,0.0,243.51423,POS-GWY-E:H2_DRI_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:BF_RELINE:2035|POS-POH-N:SCRAP_EAF:2029|POS-POH-S:BF_RELINE:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-9863577C4A48D7,POSCO_KR,POSCO,P2,지연·부분헤지,PORT-CEF57596D771,DISCLOSED_PATH,5,2029,2037,0.275401,0.417112,0.275401,0.032086,0.15,0.1,0.2,0.1,0.01,332.254237,POS-GWY-E:H2_DRI_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:BF_RELINE:2035|POS-POH-N:SCRAP_EAF:2029|POS-POH-S:SCRAP_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-98E8D5EC0E3C50,POSCO_KR,POSCO,P1,지연·현물조달,PORT-996B6D7E1DE9,DISCLOSED_PATH,5,2029,2037,0.494652,0.473262,0.0,0.032086,0.0,0.0,0.1,0.0,0.0,218.043892,POS-GWY-E:BF_RELINE:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:SCRAP_EAF:2035|POS-POH-N:BF_RELINE:2029|POS-POH-S:SCRAP_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-99F4F9A34CAEE6,POSCO_KR,POSCO,P1,지연·현물조달,PORT-8378A8ACBA64,DISCLOSED_PATH,5,2029,2037,0.473262,0.219251,0.275401,0.032086,0.0,0.0,0.1,0.0,0.0,275.793845,POS-GWY-E:BF_RELINE:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:H2_DRI_EAF:2035|POS-POH-N:SCRAP_EAF:2029|POS-POH-S:BF_RELINE:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-9B48DBA6EAEDA0,POSCO_KR,POSCO,P2,지연·부분헤지,PORT-B12C0B3A9BF6,DISCLOSED_PATH,5,2029,2037,0.473262,0.0,0.494652,0.032086,0.15,0.1,0.2,0.1,0.01,266.314223,POS-GWY-E:H2_DRI_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:BF_RELINE:2035|POS-POH-N:H2_DRI_EAF:2029|POS-POH-S:BF_RELINE:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-9BEB6D3152CE89,POSCO_KR,POSCO,P3,균형형 라이트헤지,PORT-2E6F921B196A,DISCLOSED_PATH,5,2029,2037,0.275401,0.219251,0.473262,0.032086,0.3,0.25,0.35,0.25,0.015,347.554239,POS-GWY-E:H2_DRI_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:BF_RELINE:2035|POS-POH-N:SCRAP_EAF:2029|POS-POH-S:H2_DRI_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-9BED272538D02C,POSCO_KR,POSCO,P1,지연·현물조달,PORT-4EF0EAC87C10,DISCLOSED_PATH,5,2029,2037,0.275401,0.0,0.692513,0.032086,0.0,0.0,0.1,0.0,0.0,370.354232,POS-GWY-E:H2_DRI_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:BF_RELINE:2035|POS-POH-N:H2_DRI_EAF:2029|POS-POH-S:H2_DRI_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-9C99C87FEE92BF,POSCO_KR,POSCO,P2,지연·부분헤지,PORT-2E4122B1D61A,DISCLOSED_PATH,5,2029,2037,0.550802,0.0,0.417112,0.032086,0.15,0.1,0.2,0.1,0.01,305.733857,POS-GWY-E:BF_RELINE:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:BF_RELINE:2035|POS-POH-N:H2_DRI_EAF:2029|POS-POH-S:H2_DRI_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-9DAADB965AABF6,POSCO_KR,POSCO,P2,지연·부분헤지,PORT-2038E8D6C481,DISCLOSED_PATH,5,2029,2037,0.0,0.748663,0.219251,0.032086,0.15,0.1,0.2,0.1,0.01,428.201226,POS-GWY-E:SCRAP_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:SCRAP_EAF:2035|POS-POH-N:H2_DRI_EAF:2029|POS-POH-S:SCRAP_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-9F98CFC8518527,POSCO_KR,POSCO,P2,지연·부분헤지,PORT-13C60822C05B,DISCLOSED_PATH,5,2029,2037,0.0,0.473262,0.494652,0.032086,0.15,0.1,0.2,0.1,0.01,437.704222,POS-GWY-E:H2_DRI_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:SCRAP_EAF:2035|POS-POH-N:H2_DRI_EAF:2029|POS-POH-S:SCRAP_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-A15B0F01B5DA8C,POSCO_KR,POSCO,P1,지연·현물조달,PORT-0D4A544AE375,DISCLOSED_PATH,5,2029,2037,0.219251,0.748663,0.0,0.032086,0.0,0.0,0.1,0.0,0.0,273.161271,POS-GWY-E:SCRAP_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:SCRAP_EAF:2035|POS-POH-N:BF_RELINE:2029|POS-POH-S:SCRAP_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-A1C7828D41E114,POSCO_KR,POSCO,P4,균형형 전환,PORT-05FAA05BFDD3,DISCLOSED_PATH,5,2028,2036,0.275401,0.197861,0.494652,0.032086,0.5,0.45,0.5,0.4,0.02,432.530783,POS-GWY-E:BF_RELINE:2036|POS-GWY-EAF:EAF_RENEWABLE:2032|POS-GWY-W:H2_DRI_EAF:2034|POS-POH-N:H2_DRI_EAF:2028|POS-POH-S:SCRAP_EAF:2031,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-A36B688F4C8F7D,POSCO_KR,POSCO,P2,지연·부분헤지,PORT-F9D381E1D5CF,DISCLOSED_PATH,5,2029,2037,0.494652,0.275401,0.197861,0.032086,0.15,0.1,0.2,0.1,0.01,233.343894,POS-GWY-E:BF_RELINE:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:SCRAP_EAF:2035|POS-POH-N:BF_RELINE:2029|POS-POH-S:H2_DRI_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-A45D581D319D09,POSCO_KR,POSCO,P1,지연·현물조달,PORT-D0DAEC56F25D,DISCLOSED_PATH,5,2029,2037,0.219251,0.550802,0.197861,0.032086,0.0,0.0,0.1,0.0,0.0,288.461272,POS-GWY-E:SCRAP_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:SCRAP_EAF:2035|POS-POH-N:BF_RELINE:2029|POS-POH-S:H2_DRI_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-A4622F23133C58,POSCO_KR,POSCO,P3,균형형 라이트헤지,PORT-B12C0B3A9BF6,DISCLOSED_PATH,5,2029,2037,0.473262,0.0,0.494652,0.032086,0.3,0.25,0.35,0.25,0.015,266.314223,POS-GWY-E:H2_DRI_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:BF_RELINE:2035|POS-POH-N:H2_DRI_EAF:2029|POS-POH-S:BF_RELINE:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-A6713428AA1463,POSCO_KR,POSCO,P1,지연·현물조달,PORT-077F7C54FB04,DISCLOSED_PATH,5,2029,2037,0.0,0.219251,0.748663,0.032086,0.0,0.0,0.1,0.0,0.0,444.454229,POS-GWY-E:H2_DRI_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:H2_DRI_EAF:2035|POS-POH-N:SCRAP_EAF:2029|POS-POH-S:H2_DRI_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-A853E02DE26A10,POSCO_KR,POSCO,P1,지연·현물조달,PORT-531039DEA968,DISCLOSED_PATH,5,2029,2037,0.219251,0.275401,0.473262,0.032086,0.0,0.0,0.1,0.0,0.0,297.964268,POS-GWY-E:H2_DRI_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:SCRAP_EAF:2035|POS-POH-N:BF_RELINE:2029|POS-POH-S:H2_DRI_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-A8CC673AA50AD2,POSCO_KR,POSCO,P2,지연·부분헤지,PORT-914DDED0291C,DISCLOSED_PATH,5,2029,2037,0.0,0.550802,0.417112,0.032086,0.15,0.1,0.2,0.1,0.01,443.501227,POS-GWY-E:SCRAP_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:SCRAP_EAF:2035|POS-POH-N:H2_DRI_EAF:2029|POS-POH-S:H2_DRI_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-A8E004FB8423DE,POSCO_KR,POSCO,P2,지연·부분헤지,PORT-DD503298C431,DISCLOSED_PATH,5,2029,2037,0.275401,0.473262,0.219251,0.032086,0.15,0.1,0.2,0.1,0.01,373.083847,POS-GWY-E:BF_RELINE:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:SCRAP_EAF:2035|POS-POH-N:H2_DRI_EAF:2029|POS-POH-S:SCRAP_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
CAND-ACA578EEE84E9A,POSCO_KR,POSCO,P1,지연·현물조달,PORT-E6131070E165,DISCLOSED_PATH,5,2029,2037,0.219251,0.275401,0.473262,0.032086,0.0,0.0,0.1,0.0,0.0,302.711271,POS-GWY-E:SCRAP_EAF:2037|POS-GWY-EAF:EAF_RENEWABLE:2033|POS-GWY-W:H2_DRI_EAF:2035|POS-POH-N:BF_RELINE:2029|POS-POH-S:H2_DRI_EAF:2032,model_generated_candidate,"Generated from disclosed-path facility calendar, technology set and template contracting assumptions; not a company-announced project"
