scenario,region,variable,year,value,unit,source_id
NZ15,Japan,elec_price,2050,175168.6,KRW/MWh,SAMPLE_SYNTH
NZ15,Japan,h2_price,2025,6500.0,KRW/kgH2,SAMPLE_SYNTH
NZ15,Japan,h2_price,2026,6272.5,KRW/kgH2,SAMPLE_SYNTH
NZ15,Japan,h2_price,2027,6053.0,KRW/kgH2,SAMPLE_SYNTH
NZ15,Japan,h2_price,2028,5841.1,KRW/kgH2,SAMPLE_SYNTH
NZ15,Japan,h2_price,2029,5636.7,KRW/kgH2,SAMPLE_SYNTH
NZ15,Japan,h2_price,2030,5439.4,KRW/kgH2,SAMPLE_SYNTH
NZ15,Japan,h2_price,2031,5249.0,KRW/kgH2,SAMPLE_SYNTH
NZ15,Japan,h2_price,2032,5065.3,KRW/kgH2,SAMPLE_SYNTH
NZ15,Japan,h2_price,2033,4888.0,KRW/kgH2,SAMPLE_SYNTH
NZ15,Japan,h2_price,2034,4716.9,KRW/kgH2,SAMPLE_SYNTH
NZ15,Japan,h2_price,2035,4551.8,KRW/kgH2,SAMPLE_SYNTH
NZ15,Japan,h2_price,2036,4392.5,KRW/kgH2,SAMPLE_SYNTH
NZ15,Japan,h2_price,2037,4238.8,KRW/kgH2,SAMPLE_SYNTH
NZ15,Japan,h2_price,2038,4090.4,KRW/kgH2,SAMPLE_SYNTH
NZ15,Japan,h2_price,2039,3947.3,KRW/kgH2,SAMPLE_SYNTH
NZ15,Japan,h2_price,2040,3809.1,KRW/kgH2,SAMPLE_SYNTH
NZ15,Japan,h2_price,2041,3675.8,KRW/kgH2,SAMPLE_SYNTH
NZ15,Japan,h2_price,2042,3547.1,KRW/kgH2,SAMPLE_SYNTH
NZ15,Japan,h2_price,2043,3423.0,KRW/kgH2,SAMPLE_SYNTH
NZ15,Japan,h2_price,2044,3303.2,KRW/kgH2,SAMPLE_SYNTH
NZ15,Japan,h2_price,2045,3187.6,KRW/kgH2,SAMPLE_SYNTH
NZ15,Japan,h2_price,2046,3076.0,KRW/kgH2,SAMPLE_SYNTH
NZ15,Japan,h2_price,2047,2968.3,KRW/kgH2,SAMPLE_SYNTH
NZ15,Japan,h2_price,2048,2864.5,KRW/kgH2,SAMPLE_SYNTH
NZ15,Japan,h2_price,2049,2764.2,KRW/kgH2,SAMPLE_SYNTH
NZ15,Japan,h2_price,2050,2667.4,KRW/kgH2,SAMPLE_SYNTH
NZ15,Japan,coal_price,2025,220000.0,KRW/t,SAMPLE_SYNTH
NZ15,Japan,coal_price,2026,217800.0,KRW/t,SAMPLE_SYNTH
NZ15,Japan,coal_price,2027,215622.0,KRW/t,SAMPLE_SYNTH
NZ15,Japan,coal_price,2028,213465.8,KRW/t,SAMPLE_SYNTH
NZ15,Japan,coal_price,2029,211331.1,KRW/t,SAMPLE_SYNTH
NZ15,Japan,coal_price,2030,209217.8,KRW/t,SAMPLE_SYNTH
NZ15,Japan,coal_price,2031,207125.6,KRW/t,SAMPLE_SYNTH
NZ15,Japan,coal_price,2032,205054.4,KRW/t,SAMPLE_SYNTH
NZ15,Japan,coal_price,2033,203003.8,KRW/t,SAMPLE_SYNTH
NZ15,Japan,coal_price,2034,200973.8,KRW/t,SAMPLE_SYNTH
NZ15,Japan,coal_price,2035,198964.1,KRW/t,SAMPLE_SYNTH
NZ15,Japan,coal_price,2036,196974.4,KRW/t,SAMPLE_SYNTH
NZ15,Japan,coal_price,2037,195004.7,KRW/t,SAMPLE_SYNTH
NZ15,Japan,coal_price,2038,193054.6,KRW/t,SAMPLE_SYNTH
NZ15,Japan,coal_price,2039,191124.1,KRW/t,SAMPLE_SYNTH
NZ15,Japan,coal_price,2040,189212.8,KRW/t,SAMPLE_SYNTH
NZ15,Japan,coal_price,2041,187320.7,KRW/t,SAMPLE_SYNTH
NZ15,Japan,coal_price,2042,185447.5,KRW/t,SAMPLE_SYNTH
NZ15,Japan,coal_price,2043,183593.0,KRW/t,SAMPLE_SYNTH
NZ15,Japan,coal_price,2044,181757.1,KRW/t,SAMPLE_SYNTH
NZ15,Japan,coal_price,2045,179939.5,KRW/t,SAMPLE_SYNTH
NZ15,Japan,coal_price,2046,178140.1,KRW/t,SAMPLE_SYNTH
NZ15,Japan,coal_price,2047,176358.7,KRW/t,SAMPLE_SYNTH
NZ15,Japan,coal_price,2048,174595.1,KRW/t,SAMPLE_SYNTH
NZ15,Japan,coal_price,2049,172849.2,KRW/t,SAMPLE_SYNTH
NZ15,Japan,coal_price,2050,171120.7,KRW/t,SAMPLE_SYNTH
NZ15,Japan,gas_price,2025,780000.0,KRW/t,SAMPLE_SYNTH
NZ15,Japan,gas_price,2026,780000.0,KRW/t,SAMPLE_SYNTH
NZ15,Japan,gas_price,2027,780000.0,KRW/t,SAMPLE_SYNTH
NZ15,Japan,gas_price,2028,780000.0,KRW/t,SAMPLE_SYNTH
NZ15,Japan,gas_price,2029,780000.0,KRW/t,SAMPLE_SYNTH
NZ15,Japan,gas_price,2030,780000.0,KRW/t,SAMPLE_SYNTH
NZ15,Japan,gas_price,2031,780000.0,KRW/t,SAMPLE_SYNTH
NZ15,Japan,gas_price,2032,780000.0,KRW/t,SAMPLE_SYNTH
NZ15,Japan,gas_price,2033,780000.0,KRW/t,SAMPLE_SYNTH
NZ15,Japan,gas_price,2034,780000.0,KRW/t,SAMPLE_SYNTH
NZ15,Japan,gas_price,2035,780000.0,KRW/t,SAMPLE_SYNTH
NZ15,Japan,gas_price,2036,780000.0,KRW/t,SAMPLE_SYNTH
NZ15,Japan,gas_price,2037,780000.0,KRW/t,SAMPLE_SYNTH
NZ15,Japan,gas_price,2038,780000.0,KRW/t,SAMPLE_SYNTH
NZ15,Japan,gas_price,2039,780000.0,KRW/t,SAMPLE_SYNTH
NZ15,Japan,gas_price,2040,780000.0,KRW/t,SAMPLE_SYNTH
NZ15,Japan,gas_price,2041,780000.0,KRW/t,SAMPLE_SYNTH
NZ15,Japan,gas_price,2042,780000.0,KRW/t,SAMPLE_SYNTH
NZ15,Japan,gas_price,2043,780000.0,KRW/t,SAMPLE_SYNTH
NZ15,Japan,gas_price,2044,780000.0,KRW/t,SAMPLE_SYNTH
NZ15,Japan,gas_price,2045,780000.0,KRW/t,SAMPLE_SYNTH
NZ15,Japan,gas_price,2046,780000.0,KRW/t,SAMPLE_SYNTH
NZ15,Japan,gas_price,2047,780000.0,KRW/t,SAMPLE_SYNTH
NZ15,Japan,gas_price,2048,780000.0,KRW/t,SAMPLE_SYNTH
NZ15,Japan,gas_price,2049,780000.0,KRW/t,SAMPLE_SYNTH
NZ15,Japan,gas_price,2050,780000.0,KRW/t,SAMPLE_SYNTH
NZ15,Japan,co2_price,2025,25000.0,KRW/tCO2,SAMPLE_SYNTH
NZ15,Japan,co2_price,2026,27750.0,KRW/tCO2,SAMPLE_SYNTH
NZ15,Japan,co2_price,2027,30802.5,KRW/tCO2,SAMPLE_SYNTH
NZ15,Japan,co2_price,2028,34190.8,KRW/tCO2,SAMPLE_SYNTH
NZ15,Japan,co2_price,2029,37951.8,KRW/tCO2,SAMPLE_SYNTH
NZ15,Japan,co2_price,2030,42126.5,KRW/tCO2,SAMPLE_SYNTH
NZ15,Japan,co2_price,2031,46760.4,KRW/tCO2,SAMPLE_SYNTH
NZ15,Japan,co2_price,2032,51904.0,KRW/tCO2,SAMPLE_SYNTH
NZ15,Japan,co2_price,2033,57613.4,KRW/tCO2,SAMPLE_SYNTH
NZ15,Japan,co2_price,2034,63950.9,KRW/tCO2,SAMPLE_SYNTH
NZ15,Japan,co2_price,2035,70985.5,KRW/tCO2,SAMPLE_SYNTH
NZ15,Japan,co2_price,2036,78793.9,KRW/tCO2,SAMPLE_SYNTH
NZ15,Japan,co2_price,2037,87461.3,KRW/tCO2,SAMPLE_SYNTH
NZ15,Japan,co2_price,2038,97082.0,KRW/tCO2,SAMPLE_SYNTH
NZ15,Japan,co2_price,2039,107761.0,KRW/tCO2,SAMPLE_SYNTH
NZ15,Japan,co2_price,2040,119614.7,KRW/tCO2,SAMPLE_SYNTH
NZ15,Japan,co2_price,2041,132772.4,KRW/tCO2,SAMPLE_SYNTH
NZ15,Japan,co2_price,2042,147377.3,KRW/tCO2,SAMPLE_SYNTH
NZ15,Japan,co2_price,2043,163588.8,KRW/tCO2,SAMPLE_SYNTH
NZ15,Japan,co2_price,2044,181583.6,KRW/tCO2,SAMPLE_SYNTH
NZ15,Japan,co2_price,2045,201557.8,KRW/tCO2,SAMPLE_SYNTH
NZ15,Japan,co2_price,2046,223729.1,KRW/tCO2,SAMPLE_SYNTH
NZ15,Japan,co2_price,2047,248339.4,KRW/tCO2,SAMPLE_SYNTH
NZ15,Japan,co2_price,2048,275656.7,KRW/tCO2,SAMPLE_SYNTH
NZ15,Japan,co2_price,2049,305978.9,KRW/tCO2,SAMPLE_SYNTH
NZ15,Japan,co2_price,2050,339636.6,KRW/tCO2,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_h2dri,2025,0.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_h2dri,2026,0.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_h2dri,2027,0.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_h2dri,2028,0.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_h2dri,2029,0.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_h2dri,2030,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_h2dri,2031,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_h2dri,2032,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_h2dri,2033,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_h2dri,2034,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_h2dri,2035,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_h2dri,2036,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_h2dri,2037,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_h2dri,2038,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_h2dri,2039,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_h2dri,2040,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_h2dri,2041,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_h2dri,2042,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_h2dri,2043,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_h2dri,2044,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_h2dri,2045,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_h2dri,2046,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_h2dri,2047,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_h2dri,2048,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_h2dri,2049,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_h2dri,2050,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_eaf,2025,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_eaf,2026,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_eaf,2027,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_eaf,2028,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_eaf,2029,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_eaf,2030,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_eaf,2031,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_eaf,2032,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_eaf,2033,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_eaf,2034,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_eaf,2035,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_eaf,2036,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_eaf,2037,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_eaf,2038,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_eaf,2039,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_eaf,2040,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_eaf,2041,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_eaf,2042,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_eaf,2043,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_eaf,2044,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_eaf,2045,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_eaf,2046,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_eaf,2047,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_eaf,2048,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_eaf,2049,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_eaf,2050,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_ccus,2025,0.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_ccus,2026,0.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_ccus,2027,0.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_ccus,2028,0.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_ccus,2029,0.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_ccus,2030,0.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_ccus,2031,0.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_ccus,2032,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_ccus,2033,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_ccus,2034,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_ccus,2035,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_ccus,2036,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_ccus,2037,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_ccus,2038,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_ccus,2039,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_ccus,2040,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_ccus,2041,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_ccus,2042,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_ccus,2043,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_ccus,2044,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_ccus,2045,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_ccus,2046,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_ccus,2047,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_ccus,2048,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_ccus,2049,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_steel_ccus,2050,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_ecracker,2025,0.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_ecracker,2026,0.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_ecracker,2027,0.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_ecracker,2028,0.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_ecracker,2029,0.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_ecracker,2030,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_ecracker,2031,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_ecracker,2032,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_ecracker,2033,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_ecracker,2034,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_ecracker,2035,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_ecracker,2036,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_ecracker,2037,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_ecracker,2038,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_ecracker,2039,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_ecracker,2040,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_ecracker,2041,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_ecracker,2042,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_ecracker,2043,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_ecracker,2044,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_ecracker,2045,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_ecracker,2046,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_ecracker,2047,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_ecracker,2048,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_ecracker,2049,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_ecracker,2050,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_h2fuel,2025,0.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_h2fuel,2026,0.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_h2fuel,2027,0.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_h2fuel,2028,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_h2fuel,2029,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_h2fuel,2030,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_h2fuel,2031,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_h2fuel,2032,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_h2fuel,2033,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_h2fuel,2034,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_h2fuel,2035,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_h2fuel,2036,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_h2fuel,2037,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_h2fuel,2038,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_h2fuel,2039,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_h2fuel,2040,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_h2fuel,2041,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_h2fuel,2042,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_h2fuel,2043,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_h2fuel,2044,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_h2fuel,2045,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_h2fuel,2046,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_h2fuel,2047,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_h2fuel,2048,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_h2fuel,2049,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_h2fuel,2050,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_bio,2025,0.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_bio,2026,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_bio,2027,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_bio,2028,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_bio,2029,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_bio,2030,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_bio,2031,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_bio,2032,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_bio,2033,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_bio,2034,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_bio,2035,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_bio,2036,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_bio,2037,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_bio,2038,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_bio,2039,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_bio,2040,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_bio,2041,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_bio,2042,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_bio,2043,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_bio,2044,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_bio,2045,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_bio,2046,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_bio,2047,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_bio,2048,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_bio,2049,1.0,0/1,SAMPLE_SYNTH
NZ15,Japan,tech_avail_petchem_bio,2050,1.0,0/1,SAMPLE_SYNTH
B20,Korea,elec_price,2025,130000.0,KRW/MWh,SAMPLE_SYNTH
B20,Korea,elec_price,2026,130780.0,KRW/MWh,SAMPLE_SYNTH
B20,Korea,elec_price,2027,131564.7,KRW/MWh,SAMPLE_SYNTH
B20,Korea,elec_price,2028,132354.1,KRW/MWh,SAMPLE_SYNTH
B20,Korea,elec_price,2029,133148.2,KRW/MWh,SAMPLE_SYNTH
B20,Korea,elec_price,2030,133947.1,KRW/MWh,SAMPLE_SYNTH
B20,Korea,elec_price,2031,134750.8,KRW/MWh,SAMPLE_SYNTH
B20,Korea,elec_price,2032,135559.3,KRW/MWh,SAMPLE_SYNTH
B20,Korea,elec_price,2033,136372.6,KRW/MWh,SAMPLE_SYNTH
B20,Korea,elec_price,2034,137190.9,KRW/MWh,SAMPLE_SYNTH
B20,Korea,elec_price,2035,138014.0,KRW/MWh,SAMPLE_SYNTH
B20,Korea,elec_price,2036,138842.1,KRW/MWh,SAMPLE_SYNTH
B20,Korea,elec_price,2037,139675.1,KRW/MWh,SAMPLE_SYNTH
B20,Korea,elec_price,2038,140513.2,KRW/MWh,SAMPLE_SYNTH
B20,Korea,elec_price,2039,141356.3,KRW/MWh,SAMPLE_SYNTH
B20,Korea,elec_price,2040,142204.4,KRW/MWh,SAMPLE_SYNTH
B20,Korea,elec_price,2041,143057.6,KRW/MWh,SAMPLE_SYNTH
B20,Korea,elec_price,2042,143916.0,KRW/MWh,SAMPLE_SYNTH
B20,Korea,elec_price,2043,144779.5,KRW/MWh,SAMPLE_SYNTH
B20,Korea,elec_price,2044,145648.2,KRW/MWh,SAMPLE_SYNTH
B20,Korea,elec_price,2045,146522.0,KRW/MWh,SAMPLE_SYNTH
B20,Korea,elec_price,2046,147401.2,KRW/MWh,SAMPLE_SYNTH
B20,Korea,elec_price,2047,148285.6,KRW/MWh,SAMPLE_SYNTH
B20,Korea,elec_price,2048,149175.3,KRW/MWh,SAMPLE_SYNTH
B20,Korea,elec_price,2049,150070.3,KRW/MWh,SAMPLE_SYNTH
B20,Korea,elec_price,2050,150970.8,KRW/MWh,SAMPLE_SYNTH
B20,Korea,h2_price,2025,6500.0,KRW/kgH2,SAMPLE_SYNTH
B20,Korea,h2_price,2026,6370.0,KRW/kgH2,SAMPLE_SYNTH
B20,Korea,h2_price,2027,6242.6,KRW/kgH2,SAMPLE_SYNTH
B20,Korea,h2_price,2028,6117.7,KRW/kgH2,SAMPLE_SYNTH
B20,Korea,h2_price,2029,5995.4,KRW/kgH2,SAMPLE_SYNTH
B20,Korea,h2_price,2030,5875.5,KRW/kgH2,SAMPLE_SYNTH
B20,Korea,h2_price,2031,5758.0,KRW/kgH2,SAMPLE_SYNTH
B20,Korea,h2_price,2032,5642.8,KRW/kgH2,SAMPLE_SYNTH
B20,Korea,h2_price,2033,5530.0,KRW/kgH2,SAMPLE_SYNTH
B20,Korea,h2_price,2034,5419.4,KRW/kgH2,SAMPLE_SYNTH
B20,Korea,h2_price,2035,5311.0,KRW/kgH2,SAMPLE_SYNTH
B20,Korea,h2_price,2036,5204.8,KRW/kgH2,SAMPLE_SYNTH
B20,Korea,h2_price,2037,5100.7,KRW/kgH2,SAMPLE_SYNTH
B20,Korea,h2_price,2038,4998.6,KRW/kgH2,SAMPLE_SYNTH
B20,Korea,h2_price,2039,4898.7,KRW/kgH2,SAMPLE_SYNTH
B20,Korea,h2_price,2040,4800.7,KRW/kgH2,SAMPLE_SYNTH
B20,Korea,h2_price,2041,4704.7,KRW/kgH2,SAMPLE_SYNTH
B20,Korea,h2_price,2042,4610.6,KRW/kgH2,SAMPLE_SYNTH
B20,Korea,h2_price,2043,4518.4,KRW/kgH2,SAMPLE_SYNTH
B20,Korea,h2_price,2044,4428.0,KRW/kgH2,SAMPLE_SYNTH
B20,Korea,h2_price,2045,4339.5,KRW/kgH2,SAMPLE_SYNTH
B20,Korea,h2_price,2046,4252.7,KRW/kgH2,SAMPLE_SYNTH
B20,Korea,h2_price,2047,4167.6,KRW/kgH2,SAMPLE_SYNTH
B20,Korea,h2_price,2048,4084.3,KRW/kgH2,SAMPLE_SYNTH
B20,Korea,h2_price,2049,4002.6,KRW/kgH2,SAMPLE_SYNTH
B20,Korea,h2_price,2050,3922.5,KRW/kgH2,SAMPLE_SYNTH
