company_id,scenario,plan,year,emissions_tco2,budget_tco2
POSCO,NZ15,cost_min,2038,42815828.36978499,40917359.760000005
POSCO,NZ15,cost_min,2039,33236942.071327977,37783451.946666665
POSCO,NZ15,cost_min,2040,33236942.071327977,34649544.13333333
POSCO,NZ15,cost_min,2041,33236942.071327977,31530349.50222222
POSCO,NZ15,cost_min,2042,23483894.20380811,28411154.871111117
POSCO,NZ15,cost_min,2043,23483894.20380811,25291960.24
POSCO,NZ15,cost_min,2044,19846526.17298004,22172765.60888889
POSCO,NZ15,cost_min,2045,10267639.874523027,19053570.97777778
POSCO,NZ15,cost_min,2046,10267639.874523027,15919663.164444445
POSCO,NZ15,cost_min,2047,10267639.874523027,12785755.35111111
POSCO,NZ15,cost_min,2048,10267639.874523027,9651847.537777778
POSCO,NZ15,cost_min,2049,10267639.874523027,6517939.724444443
POSCO,NZ15,cost_min,2050,10267639.874523027,3384031.911111111
POSCO,B20,baseline,2025,69519786.0,69519786.0
POSCO,B20,baseline,2026,69519786.0,67621785.49333334
POSCO,B20,baseline,2027,69519786.0,65723784.98666667
POSCO,B20,baseline,2028,69519786.0,63825784.47999999
POSCO,B20,baseline,2029,69519786.0,61927783.97333333
POSCO,B20,baseline,2030,69519786.0,60029783.46666666
POSCO,B20,baseline,2031,69519786.0,58146496.14222222
POSCO,B20,baseline,2032,69519786.0,56263208.81777777
POSCO,B20,baseline,2033,69519786.0,54379921.49333334
POSCO,B20,baseline,2034,69519786.0,52496634.16888889
POSCO,B20,baseline,2035,69519786.0,50613346.844444446
POSCO,B20,baseline,2036,69519786.0,48730059.52
POSCO,B20,baseline,2037,69519786.0,46846772.19555555
POSCO,B20,baseline,2038,69519786.0,44963484.87111111
POSCO,B20,baseline,2039,69519786.0,43080197.54666667
POSCO,B20,baseline,2040,69519786.0,41196910.22222222
POSCO,B20,baseline,2041,69519786.0,39313622.89777778
POSCO,B20,baseline,2042,69519786.0,37430335.57333334
POSCO,B20,baseline,2043,69519786.0,35547048.24888889
POSCO,B20,baseline,2044,69519786.0,33663760.92444445
POSCO,B20,baseline,2045,69519786.0,31780473.6
POSCO,B20,baseline,2046,69519786.0,29897186.27555556
POSCO,B20,baseline,2047,69519786.0,28013898.95111111
POSCO,B20,baseline,2048,69519786.0,26130611.62666667
POSCO,B20,baseline,2049,69519786.0,24247324.302222226
POSCO,B20,baseline,2050,69519786.0,22364036.97777778
POSCO,B20,cost_min,2025,69519786.0,69519786.0
POSCO,B20,cost_min,2026,64963845.783153795,67621785.49333334
POSCO,B20,cost_min,2027,64963845.783153795,65723784.98666667
POSCO,B20,cost_min,2028,62399916.71308072,63825784.47999999
POSCO,B20,cost_min,2029,60049648.398847066,61927783.97333333
POSCO,B20,cost_min,2030,60049648.398847066,60029783.46666666
POSCO,B20,cost_min,2031,50044446.35400835,58146496.14222222
POSCO,B20,cost_min,2032,50044446.35400835,56263208.81777777
POSCO,B20,cost_min,2033,50044446.35400835,54379921.49333334
POSCO,B20,cost_min,2034,50044446.35400835,52496634.16888889
POSCO,B20,cost_min,2035,50044446.35400835,50613346.844444446
POSCO,B20,cost_min,2036,47694178.039774686,48730059.52
POSCO,B20,cost_min,2037,45343909.725541025,46846772.19555555
POSCO,B20,cost_min,2038,42950909.26013949,44963484.87111111
POSCO,B20,cost_min,2039,42950909.26013949,43080197.54666667
POSCO,B20,cost_min,2040,42950909.26013949,41196910.22222222
POSCO,B20,cost_min,2041,39313541.22931142,39313622.89777778
POSCO,B20,cost_min,2042,39313541.22931142,37430335.57333334
POSCO,B20,cost_min,2043,39313541.22931142,35547048.24888889
POSCO,B20,cost_min,2044,39313541.22931142,33663760.92444445
POSCO,B20,cost_min,2045,39313541.22931142,31780473.6
POSCO,B20,cost_min,2046,39313541.22931142,29897186.27555556
POSCO,B20,cost_min,2047,39313541.22931142,28013898.95111111
POSCO,B20,cost_min,2048,39313541.22931142,26130611.62666667
POSCO,B20,cost_min,2049,39313541.22931142,24247324.302222226
POSCO,B20,cost_min,2050,39313541.22931142,22364036.97777778
