company_id,company_name,country,sector,facility_id,facility_name,baseline_variant,variant_role,case,baseline_period,baseline_operational_ghg_tco2e,baseline_emissions_value_type,selected_route,decision_horizon,facility_status,modelled_flag,transition_capex_usd_2025,modelled_operational_abatement_tco2e,annual_capital_and_fixed_opex_factor,annualised_capital_and_fixed_opex_usd_2025,incremental_variable_resource_cost_usd_2025_per_operational_tco2e_abated,annual_variable_resource_gap_usd_2025,annual_resource_gap_proxy_usd_2025,annual_resource_gap_proxy_usd_2025_per_operational_tco2e_abated,support_stress_low,support_stress_base,support_stress_high,implied_support_low_usd_2025,implied_support_base_usd_2025,implied_support_high_usd_2025,stress_adjusted_gap_low_usd_2025,stress_adjusted_gap_base_usd_2025,stress_adjusted_gap_high_usd_2025,verified_market_policy_status,verified_incentive_adjusted_gap_usd_2025,system_abatement_status,currency,price_year,value_type,quality_flag,source_id,formula_or_method,boundary_note
NIPPON_STEEL,Nippon Steel Corporation,Japan,steel,JP_NSC_HIROHATA,Setouchi Works Hirohata Area,primary_current,primary,high,FY2024,1589094.596,Allocated,steel_eaf_efficiency,2030,price-conditional,yes,61000000,238364.1894,0.1623775027273647149333729175,9905027.666369247610935747968,20,4767283.788,14672311.45436924761093574797,61.55417678847545717341611705,0,0.05,0.15,0,733615.5727184623805467873985,2200846.718155387141640362196,14672311.45436924761093574797,13938695.88165078523038896057,12471464.73621386046929538577,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,NSC_DB_2025|POSCO_CLIMATE_2026|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
NIPPON_STEEL,Nippon Steel Corporation,Japan,steel,JP_NSC_HIKARI,Setouchi Works Yamaguchi Hikari Area,primary_current,primary,low,FY2024,789450.416,Allocated,steel_eaf_efficiency,2030,price-conditional,yes,10250000,39472.5208,0.08376658046228803949091280824,858607.4497384524047818562845,-20,-789450.416,69157.0337384524047818562845,1.752029825732650061251124466,0,0.05,0.15,0,3457.851686922620239092814225,10373.55506076786071727844268,69157.0337384524047818562845,65699.18205152978454276347028,58783.47867768454406457784182,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,NSC_DB_2025|POSCO_CLIMATE_2026|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
NIPPON_STEEL,Nippon Steel Corporation,Japan,steel,JP_NSC_HIKARI,Setouchi Works Yamaguchi Hikari Area,primary_current,primary,base,FY2024,928765.195,Allocated,steel_eaf_efficiency,2030,price-conditional,yes,20500000,92876.5195,0.1228254100208153991016925046,2517920.905426715681584696344,0,0,2517920.905426715681584696344,27.11041411738857937699416421,0,0.05,0.15,0,125896.0452713357840792348172,377688.1358140073522377044516,2517920.905426715681584696344,2392024.860155379897505461527,2140232.769612708329346991892,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,NSC_DB_2025|POSCO_CLIMATE_2026|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
NIPPON_STEEL,Nippon Steel Corporation,Japan,steel,JP_NSC_HIKARI,Setouchi Works Yamaguchi Hikari Area,primary_current,primary,high,FY2024,1068079.974,Allocated,steel_eaf_efficiency,2030,price-conditional,yes,41000000,160211.9961,0.1623775027273647149333729175,6657477.611821953312268289618,20,3204239.922,9861717.533821953312268289618,61.55417680250694605925510729,0,0.05,0.15,0,493085.8766910976656134144809,1479257.630073292996840243443,9861717.533821953312268289618,9368631.657130855646654875137,8382459.903748660315428046175,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,NSC_DB_2025|POSCO_CLIMATE_2026|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
NIPPON_STEEL,Nippon Steel Corporation,Japan,steel,JP_NSC_SHUNAN,Setouchi Works Yamaguchi Shunan Area,primary_current,primary,low,FY2024,385097.764,Allocated,steel_eaf_efficiency,2030,price-conditional,yes,5000000,19254.8882,0.08376658046228803949091280824,418832.9023114401974545640412,-20,-385097.764,33735.1383114401974545640412,1.752029820221973423588304252,0,0.05,0.15,0,1686.75691557200987272820206,5060.27074671602961818460618,33735.1383114401974545640412,32048.38139586818758183583914,28674.86756472416783637943502,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,NSC_DB_2025|POSCO_CLIMATE_2026|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
NIPPON_STEEL,Nippon Steel Corporation,Japan,steel,JP_NSC_SHUNAN,Setouchi Works Yamaguchi Shunan Area,primary_current,primary,base,FY2024,453056.193,Allocated,steel_eaf_efficiency,2030,price-conditional,yes,10000000,45305.6193,0.1228254100208153991016925046,1228254.100208153991016925046,0,0,1228254.100208153991016925046,27.11041409841524870220513785,0,0.05,0.15,0,61412.7050104076995508462523,184238.1150312230986525387569,1228254.100208153991016925046,1166841.395197746291466078794,1044015.985176930892364386289,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,NSC_DB_2025|POSCO_CLIMATE_2026|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
NIPPON_STEEL,Nippon Steel Corporation,Japan,steel,JP_NSC_SHUNAN,Setouchi Works Yamaguchi Shunan Area,primary_current,primary,high,FY2024,521014.622,Allocated,steel_eaf_efficiency,2030,price-conditional,yes,20000000,78152.1933,0.1623775027273647149333729175,3247550.05454729429866745835,20,1563043.866,4810593.92054729429866745835,61.55417675971090498707038015,0,0.05,0.15,0,240529.6960273647149333729175,721589.0880820941448001187525,4810593.92054729429866745835,4570064.224519929583734085432,4089004.832465200153867339598,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,NSC_DB_2025|POSCO_CLIMATE_2026|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
NIPPON_STEEL,Nippon Steel Corporation,Japan,steel,JP_NSC_YAWATA,Kyushu Works Yawata Area,primary_current,primary,low,FY2024,7124308.63,Allocated,steel_h2_dri_eaf,2040,contract-dependent,yes,1850000000,3562154.315,0.06601925932025258174066204669,122135629.7424672762202247864,20,71243086.3,193378716.0424672762202247864,54.28701256095562390598588832,0,0.25,0.5,0,48344679.0106168190550561966,96689358.0212336381101123932,193378716.0424672762202247864,145034037.0318504571651685898,96689358.0212336381101123932,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_STEEL_BREAKTHROUGH_2025|NEDO_H2_STEEL_2026|NSC_DB_2025|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
NIPPON_STEEL,Nippon Steel Corporation,Japan,steel,JP_NSC_YAWATA,Kyushu Works Yawata Area,primary_current,primary,base,FY2024,8381539.564,Allocated,steel_h2_dri_eaf,2040,contract-dependent,yes,2960000000,6286154.673,0.09595245729922962676807129719,284019273.6057196952334910397,60,377169280.38,661188553.9857196952334910397,105.1817189331382675689200369,0,0.25,0.5,0,165297138.4964299238083727599,330594276.9928598476167455198,661188553.9857196952334910397,495891415.4892897714251182798,330594276.9928598476167455199,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_STEEL_BREAKTHROUGH_2025|NEDO_H2_STEEL_2026|NSC_DB_2025|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
NIPPON_STEEL,Nippon Steel Corporation,Japan,steel,JP_NSC_YAWATA,Kyushu Works Yawata Area,primary_current,primary,high,FY2024,9638770.499,Allocated,steel_h2_dri_eaf,2040,contract-dependent,yes,4440000000,9156831.97405,0.1343929257432556951708117596,596704590.3000552865584042126,120,1098819836.886,1695524427.186055286558404213,185.1649601075007165521927024,0,0.25,0.5,0,423881106.7965138216396010532,847762213.5930276432792021065,1695524427.186055286558404213,1271643320.38954146491880316,847762213.5930276432792021065,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_STEEL_BREAKTHROUGH_2025|NEDO_H2_STEEL_2026|NSC_DB_2025|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
NIPPON_STEEL,Nippon Steel Corporation,Japan,steel,JP_NSC_OITA,Kyushu Works Oita Area,primary_current,primary,low,FY2024,16077831.637,Allocated,steel_h2_dri_eaf,2040,contract-dependent,yes,4175000000,8038915.8185,0.06601925932025258174066204669,275630407.6620545287672640449,20,160778316.37,436408724.0320545287672640449,54.28701256303055150188273425,0,0.25,0.5,0,109102181.0080136321918160112,218204362.0160272643836320224,436408724.0320545287672640449,327306543.0240408965754480337,218204362.0160272643836320225,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_STEEL_BREAKTHROUGH_2025|NEDO_H2_STEEL_2026|NSC_DB_2025|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
NIPPON_STEEL,Nippon Steel Corporation,Japan,steel,JP_NSC_OITA,Kyushu Works Oita Area,primary_current,primary,base,FY2024,18915096.044,Allocated,steel_h2_dri_eaf,2040,contract-dependent,yes,6680000000,14186322.033,0.09595245729922962676807129719,640962414.7588539068107162652,60,851179321.98,1492141736.738853906810716265,105.1817189309432834028149025,0,0.25,0.5,0,373035434.1847134767026790662,746070868.3694269534053581325,1492141736.738853906810716265,1119106302.554140430108037199,746070868.3694269534053581325,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_STEEL_BREAKTHROUGH_2025|NEDO_H2_STEEL_2026|NSC_DB_2025|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
NIPPON_STEEL,Nippon Steel Corporation,Japan,steel,JP_NSC_OITA,Kyushu Works Oita Area,primary_current,primary,high,FY2024,21752360.45,Allocated,steel_h2_dri_eaf,2040,contract-dependent,yes,10020000000,20664742.4275,0.1343929257432556951708117596,1346617115.947422065611533831,120,2479769091.3,3826386207.247422065611533831,185.1649601088366658090315958,0,0.25,0.5,0,956596551.8118555164028834578,1913193103.623711032805766916,3826386207.247422065611533831,2869789655.435566549208650373,1913193103.623711032805766915,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_STEEL_BREAKTHROUGH_2025|NEDO_H2_STEEL_2026|NSC_DB_2025|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
LOTTE_CHEMICAL,LOTTE Chemical Corporation,Korea,petrochemicals,KR_LOTTE_YEOSU_BASIC,Yeosu Basic Materials Plant,primary_current,primary,low,CY2025,2591026,Reported,petchem_electrified_cracker,2040,level-support-dependent,yes,155461560,777307.8,0.07601925932025258174066204669,11818072.64397100595143083721,30,23319234,35137306.64397100595143083721,45.20385186405051634813240934,0.3,0.490566,0.7,10541191.99319130178542925116,17237167.97110628050556962009,24596114.65077970416600158605,24596114.65077970416600158605,17900138.67286472544586121712,10541191.99319130178542925116,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_CTG_2026|IEA_PETCHEM_COST_2018|LOTTE_ESG_2025|MCI_WEST_JAPAN_2026|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
LOTTE_CHEMICAL,LOTTE Chemical Corporation,Korea,petrochemicals,KR_LOTTE_YEOSU_BASIC,Yeosu Basic Materials Plant,primary_current,primary,base,CY2025,2591026,Reported,petchem_electrified_cracker,2040,level-support-dependent,yes,388653900,1295513,0.1084524572992296267680712972,42150470.49392906143895530513,80,103641040,145791510.4939290614389553051,112.5357371897688880304213891,0.3,0.490566,0.7,43737453.14817871843168659153,71520358.1369648039538625482,102054057.3457503430072687136,102054057.3457503430072687136,74271152.3569642574850927569,43737453.1481787184316865915,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_CTG_2026|IEA_PETCHEM_COST_2018|LOTTE_ESG_2025|MCI_WEST_JAPAN_2026|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
LOTTE_CHEMICAL,LOTTE Chemical Corporation,Korea,petrochemicals,KR_LOTTE_YEOSU_BASIC,Yeosu Basic Materials Plant,primary_current,primary,high,CY2025,2591026,Reported,petchem_electrified_cracker,2040,level-support-dependent,yes,906859100,1813718.2,0.1443929257432556951708117596,130944038.6858956907924766986,160,290194912,421138950.6858956907924766986,232.1964628716278475854058798,0.3,0.490566,0.7,126341685.2057687072377430096,206596450.4821771054493021241,294797265.480126983554733689,294797265.480126983554733689,214542500.2037185853431745745,126341685.2057687072377430096,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_CTG_2026|IEA_PETCHEM_COST_2018|LOTTE_ESG_2025|MCI_WEST_JAPAN_2026|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
LOTTE_CHEMICAL,LOTTE Chemical Corporation,Korea,petrochemicals,KR_LOTTE_YEOSU_ADVANCED,Yeosu Advanced Materials Plant,primary_current,primary,low,CY2025,383825,Reported,not_modelled_data_gap,NA,not_modelled,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_applicable_unmodelled_route,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Not_modelled,D,LOTTE_ESG_2025|NA,No route cost applied to explicit unmodelled residual,Unmodelled emissions are not assigned a zero cost gap.
LOTTE_CHEMICAL,LOTTE Chemical Corporation,Korea,petrochemicals,KR_LOTTE_YEOSU_ADVANCED,Yeosu Advanced Materials Plant,primary_current,primary,base,CY2025,383825,Reported,not_modelled_data_gap,NA,not_modelled,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_applicable_unmodelled_route,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Not_modelled,D,LOTTE_ESG_2025|NA,No route cost applied to explicit unmodelled residual,Unmodelled emissions are not assigned a zero cost gap.
LOTTE_CHEMICAL,LOTTE Chemical Corporation,Korea,petrochemicals,KR_LOTTE_YEOSU_ADVANCED,Yeosu Advanced Materials Plant,primary_current,primary,high,CY2025,383825,Reported,not_modelled_data_gap,NA,not_modelled,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_applicable_unmodelled_route,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Not_modelled,D,LOTTE_ESG_2025|NA,No route cost applied to explicit unmodelled residual,Unmodelled emissions are not assigned a zero cost gap.
LOTTE_CHEMICAL,LOTTE Chemical Corporation,Korea,petrochemicals,KR_LOTTE_DAESAN,Daesan Plant,primary_current,primary,low,CY2025,1888682,Reported,petchem_electrified_cracker,2040,level-support-dependent,yes,113320920,566604.6,0.07601925932025258174066204669,8614572.40388959719522702454,30,16998138,25612710.40388959719522702454,45.20385186405051634813240934,0.3,0.490566,0.7,7683813.121166879158568107362,12564724.89199450413767374052,17928897.28272271803665891718,17928897.28272271803665891718,13047985.51189509305755328402,7683813.12116687915856810736,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_CTG_2026|IEA_PETCHEM_COST_2018|LOTTE_ESG_2025|MCI_WEST_JAPAN_2026|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
LOTTE_CHEMICAL,LOTTE Chemical Corporation,Korea,petrochemicals,KR_LOTTE_DAESAN,Daesan Plant,primary_current,primary,base,CY2025,1888682,Reported,petchem_electrified_cracker,2040,level-support-dependent,yes,283302300,944341,0.1084524572992296267680712972,30724830.59352354149153616506,80,75547280,106272110.5935235414915361651,112.5357371897688880304213892,0.3,0.490566,0.7,31881633.17805706244746084953,52133484.20542246965533693037,74390477.41546647904407531557,74390477.41546647904407531557,54138626.38810107183619923473,31881633.17805706244746084953,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_CTG_2026|IEA_PETCHEM_COST_2018|LOTTE_ESG_2025|MCI_WEST_JAPAN_2026|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
LOTTE_CHEMICAL,LOTTE Chemical Corporation,Korea,petrochemicals,KR_LOTTE_DAESAN,Daesan Plant,primary_current,primary,high,CY2025,1888682,Reported,petchem_electrified_cracker,2040,level-support-dependent,yes,661038700,1322077.4,0.1443929257432556951708117596,95449311.92251827850330968351,160,211532384,306981695.9225182785033096835,232.1964628716278475854058798,0.3,0.490566,0.7,92094508.77675548355099290505,150594782.6419261018122546182,214887187.1457627949523167784,214887187.1457627949523167784,156386913.2805921766910550653,92094508.7767554835509929051,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_CTG_2026|IEA_PETCHEM_COST_2018|LOTTE_ESG_2025|MCI_WEST_JAPAN_2026|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
LOTTE_CHEMICAL,LOTTE Chemical Corporation,Korea,petrochemicals,KR_LOTTE_ULSAN,Ulsan Plant,primary_current,primary,low,CY2025,497434,Reported,petchem_electrified_cracker,2040,level-support-dependent,yes,29846040,149230.2,0.07601925932025258174066204669,2268873.854442631364735069072,30,4476906,6745779.854442631364735069072,45.20385186405051634813240934,0.3,0.490566,0.7,2023733.956332789409420520722,3309250.240074503898072623894,4722045.89810984195531454835,4722045.89810984195531454835,3436529.614368127466662445178,2023733.956332789409420520722,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_CTG_2026|IEA_PETCHEM_COST_2018|LOTTE_ESG_2025|MCI_WEST_JAPAN_2026|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
LOTTE_CHEMICAL,LOTTE Chemical Corporation,Korea,petrochemicals,KR_LOTTE_ULSAN,Ulsan Plant,primary_current,primary,base,CY2025,497434,Reported,petchem_electrified_cracker,2040,level-support-dependent,yes,74615100,248717,0.1084524572992296267680712972,8092190.946627748524262316648,80,19897360,27989550.94662774852426231665,112.5357371897688880304213892,0.3,0.490566,0.7,8396865.283988324557278694995,13730722.04968338808255326763,19592685.66263942396698362166,19592685.66263942396698362166,14258828.89694436044170904902,8396865.28398832455727869499,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_CTG_2026|IEA_PETCHEM_COST_2018|LOTTE_ESG_2025|MCI_WEST_JAPAN_2026|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
LOTTE_CHEMICAL,LOTTE Chemical Corporation,Korea,petrochemicals,KR_LOTTE_ULSAN,Ulsan Plant,primary_current,primary,high,CY2025,497434,Reported,petchem_electrified_cracker,2040,level-support-dependent,yes,174101900,348203.8,0.1443929257432556951708117596,25139082.71845972871505915189,160,55712608,80851690.71845972871505915189,232.1964628716278475854058798,0.3,0.490566,0.7,24255507.21553791861451774557,39663090.50899191527683170791,56596183.50292181010054140632,56596183.50292181010054140632,41188600.20946781343822744398,24255507.21553791861451774557,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_CTG_2026|IEA_PETCHEM_COST_2018|LOTTE_ESG_2025|MCI_WEST_JAPAN_2026|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
LOTTE_CHEMICAL,LOTTE Chemical Corporation,Korea,petrochemicals,KR_LOTTE_OTHER,Other parent-company sites,primary_current,primary,low,CY2025,9811,Reported,not_modelled_data_gap,NA,not_modelled,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_applicable_unmodelled_route,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Not_modelled,D,LOTTE_ESG_2025|NA,No route cost applied to explicit unmodelled residual,Unmodelled emissions are not assigned a zero cost gap.
LOTTE_CHEMICAL,LOTTE Chemical Corporation,Korea,petrochemicals,KR_LOTTE_OTHER,Other parent-company sites,primary_current,primary,base,CY2025,9811,Reported,not_modelled_data_gap,NA,not_modelled,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_applicable_unmodelled_route,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Not_modelled,D,LOTTE_ESG_2025|NA,No route cost applied to explicit unmodelled residual,Unmodelled emissions are not assigned a zero cost gap.
LOTTE_CHEMICAL,LOTTE Chemical Corporation,Korea,petrochemicals,KR_LOTTE_OTHER,Other parent-company sites,primary_current,primary,high,CY2025,9811,Reported,not_modelled_data_gap,NA,not_modelled,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_applicable_unmodelled_route,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Not_modelled,D,LOTTE_ESG_2025|NA,No route cost applied to explicit unmodelled residual,Unmodelled emissions are not assigned a zero cost gap.
MITSUI_CHEMICALS,"Mitsui Chemicals, Inc.",Japan,petrochemicals,JP_MCI_ICHIHARA,Ichihara Works,legacy_mci_judgement_sensitivity,sensitivity,low,FY2024,967250,Allocated,petchem_electrified_cracker,2040,level-support-dependent,yes,58035000,290175,0.07601925932025258174066204669,4411777.71465085858131932188,30,8705250,13117027.71465085858131932188,45.20385186405051634813240934,0.3,0.490566,0.7,3935108.314395257574395796564,6434767.817865413090803494457,9181919.400255601006923525316,9181919.400255601006923525316,6682259.896785445490515827423,3935108.314395257574395796564,not_available_not_zero,NA,not_modelled; leakage and replacement production pending,USD,2025 screening proxy,Modelled_from_estimated_inputs,D,IEA_CTG_2026|IEA_PETCHEM_COST_2018|MCI_ESG_2025|MCI_WEST_JAPAN_2026|MCI_WORKS_2026|annual_cost_gap_assumptions_mvp,resource gap proxy = transition CAPEX * annual capital-and-fixed-OPEX factor + modelled operational abatement * variable-resource proxy; independent support axes apply only to a positive gap,"Incremental annual resource proxy only; incumbent cost and early retirement are absent. Support outputs are stresses, not verified cash; verified net gap remains NA."
