param_id,model,group,entity,field,value,unit,evidence_tier,value_low,value_high,source_id,vintage,used_in,needs_range
FIN.technology.petchem_hp_whr.avail_year,FIN,technology,petchem_hp_whr,avail_year,2025,year,T3,,,IEA_HTHP (분리계 15% 한계 blended),,,False
FIN.technology.petchem_hp_whr.build_years,FIN,technology,petchem_hp_whr,build_years,1,yr,T3,,,IEA_HTHP (분리계 15% 한계 blended),,,False
FIN.technology.petchem_hp_whr.capex_uncertainty,FIN,technology,petchem_hp_whr,capex_uncertainty,30,%,T3,,,IEA_HTHP (분리계 15% 한계 blended),,,False
FIN.technology.petchem_hp_whr.capex_unit,FIN,technology,petchem_hp_whr,capex_unit,72.0,천원/t능력,T3,,,IEA_HTHP (분리계 15% 한계 blended),,E2/plancost capex,False
FIN.technology.petchem_hp_whr.elec_intensity,FIN,technology,petchem_hp_whr,elec_intensity,0.19,MWh/t,T3,,,IEA_HTHP (분리계 15% 한계 blended),,energy cost + TCaR elec,False
FIN.technology.petchem_hp_whr.emission_factor,FIN,technology,petchem_hp_whr,emission_factor,0.845,tCO2/t,T3,,,IEA_HTHP (분리계 15% 한계 blended),,budget + carbon cost,False
FIN.technology.petchem_hp_whr.h2_intensity,FIN,technology,petchem_hp_whr,h2_intensity,0.0,kg/t,T3,,,IEA_HTHP (분리계 15% 한계 blended),,energy cost + TCaR h2,False
FIN.technology.petchem_hp_whr.lifetime,FIN,technology,petchem_hp_whr,lifetime,20,yr,T3,,,IEA_HTHP (분리계 15% 한계 blended),,,False
FIN.technology.petchem_hp_whr.opex_fixed,FIN,technology,petchem_hp_whr,opex_fixed,2.0,천원/t능력/yr,T3,,,IEA_HTHP (분리계 15% 한계 blended),,,False
FIN.technology.petchem_hp_whr.opex_var,FIN,technology,petchem_hp_whr,opex_var,0.0,천원/t,T3,,,IEA_HTHP (분리계 15% 한계 blended),,,False
FIN.technology.steel_eff.avail_year,FIN,technology,steel_eff,avail_year,2024,year,T3,,,NATURE_STEELEFF_2025,,,False
FIN.technology.steel_eff.build_years,FIN,technology,steel_eff,build_years,1,yr,T3,,,NATURE_STEELEFF_2025,,,False
FIN.technology.steel_eff.capex_uncertainty,FIN,technology,steel_eff,capex_uncertainty,50,%,T3,,,NATURE_STEELEFF_2025,,,False
FIN.technology.steel_eff.capex_unit,FIN,technology,steel_eff,capex_unit,120.0,천원/t능력,T3,,,NATURE_STEELEFF_2025,,E2/plancost capex,False
FIN.technology.steel_eff.elec_intensity,FIN,technology,steel_eff,elec_intensity,0.0,MWh/t,T3,,,NATURE_STEELEFF_2025,,energy cost + TCaR elec,False
FIN.technology.steel_eff.emission_factor,FIN,technology,steel_eff,emission_factor,1.6,tCO2/t,T3,,,NATURE_STEELEFF_2025,,budget + carbon cost,False
FIN.technology.steel_eff.h2_intensity,FIN,technology,steel_eff,h2_intensity,0.0,kg/t,T3,,,NATURE_STEELEFF_2025,,energy cost + TCaR h2,False
FIN.technology.steel_eff.lifetime,FIN,technology,steel_eff,lifetime,15,yr,T3,,,NATURE_STEELEFF_2025,,,False
FIN.technology.steel_eff.opex_fixed,FIN,technology,steel_eff,opex_fixed,0.0,천원/t능력/yr,T3,,,NATURE_STEELEFF_2025,,,False
FIN.technology.steel_eff.opex_var,FIN,technology,steel_eff,opex_var,6.0,천원/t,T3,,,NATURE_STEELEFF_2025,,,False
FIN.technology.steel_h2dri.avail_year,FIN,technology,steel_h2dri,avail_year,2030,year,T3,,,"DIW_DP2082+VOGL_2018 (ex-electrolyser, 광석공통분 제외)",,,False
FIN.technology.steel_h2dri.build_years,FIN,technology,steel_h2dri,build_years,4,yr,T3,,,"DIW_DP2082+VOGL_2018 (ex-electrolyser, 광석공통분 제외)",,,False
FIN.technology.steel_h2dri.capex_uncertainty,FIN,technology,steel_h2dri,capex_uncertainty,40,%,T3,,,"DIW_DP2082+VOGL_2018 (ex-electrolyser, 광석공통분 제외)",,,False
FIN.technology.steel_h2dri.capex_unit,FIN,technology,steel_h2dri,capex_unit,863.0,천원/t능력,T3,863.0,1095.0,"DIW_DP2082+VOGL_2018 (ex-electrolyser, 광석공통분 제외)",,E2/plancost capex,False
FIN.technology.steel_h2dri.elec_intensity,FIN,technology,steel_h2dri,elec_intensity,0.85,MWh/t,T3,,,"DIW_DP2082+VOGL_2018 (ex-electrolyser, 광석공통분 제외)",,energy cost + TCaR elec,False
FIN.technology.steel_h2dri.emission_factor,FIN,technology,steel_h2dri,emission_factor,0.053,tCO2/t,T3,,,"DIW_DP2082+VOGL_2018 (ex-electrolyser, 광석공통분 제외)",,budget + carbon cost,False
FIN.technology.steel_h2dri.h2_intensity,FIN,technology,steel_h2dri,h2_intensity,51.0,kg/t,T3,,,"DIW_DP2082+VOGL_2018 (ex-electrolyser, 광석공통분 제외)",,energy cost + TCaR h2,False
FIN.technology.steel_h2dri.lifetime,FIN,technology,steel_h2dri,lifetime,20,yr,T3,,,"DIW_DP2082+VOGL_2018 (ex-electrolyser, 광석공통분 제외)",,,False
FIN.technology.steel_h2dri.opex_fixed,FIN,technology,steel_h2dri,opex_fixed,102.0,천원/t능력/yr,T3,,,"DIW_DP2082+VOGL_2018 (ex-electrolyser, 광석공통분 제외)",,,False
FIN.technology.steel_h2dri.opex_var,FIN,technology,steel_h2dri,opex_var,69.0,천원/t,T3,,,"DIW_DP2082+VOGL_2018 (ex-electrolyser, 광석공통분 제외)",,,False
FIN.technology.steel_scrap.avail_year,FIN,technology,steel_scrap,avail_year,2025,year,T3,,,MDPI_METALS_BOF (스크랩 15%p 상한 blended),,,False
FIN.technology.steel_scrap.build_years,FIN,technology,steel_scrap,build_years,1,yr,T3,,,MDPI_METALS_BOF (스크랩 15%p 상한 blended),,,False
FIN.technology.steel_scrap.capex_uncertainty,FIN,technology,steel_scrap,capex_uncertainty,30,%,T3,,,MDPI_METALS_BOF (스크랩 15%p 상한 blended),,,False
FIN.technology.steel_scrap.capex_unit,FIN,technology,steel_scrap,capex_unit,20.0,천원/t능력,T3,,,MDPI_METALS_BOF (스크랩 15%p 상한 blended),,E2/plancost capex,False
FIN.technology.steel_scrap.elec_intensity,FIN,technology,steel_scrap,elec_intensity,0.02,MWh/t,T3,,,MDPI_METALS_BOF (스크랩 15%p 상한 blended),,energy cost + TCaR elec,False
FIN.technology.steel_scrap.emission_factor,FIN,technology,steel_scrap,emission_factor,1.88,tCO2/t,T3,,,MDPI_METALS_BOF (스크랩 15%p 상한 blended),,budget + carbon cost,False
FIN.technology.steel_scrap.h2_intensity,FIN,technology,steel_scrap,h2_intensity,0.0,kg/t,T3,,,MDPI_METALS_BOF (스크랩 15%p 상한 blended),,energy cost + TCaR h2,False
FIN.technology.steel_scrap.lifetime,FIN,technology,steel_scrap,lifetime,15,yr,T3,,,MDPI_METALS_BOF (스크랩 15%p 상한 blended),,,False
FIN.technology.steel_scrap.opex_fixed,FIN,technology,steel_scrap,opex_fixed,0.5,천원/t능력/yr,T3,,,MDPI_METALS_BOF (스크랩 15%p 상한 blended),,,False
FIN.technology.steel_scrap.opex_var,FIN,technology,steel_scrap,opex_var,10.0,천원/t,T3,,,MDPI_METALS_BOF (스크랩 15%p 상한 blended),,,False
FIN.facility.LOTTE_DAE_NCC.capacity,FIN,facility,LOTTE_DAE_NCC,capacity,1100000.0,t/yr,T4,,,LOTTE_MEDIA_2026,,E2 capex·retire scale,False
FIN.facility.LOTTE_DAE_NCC.incumbent_capex_unit,FIN,facility,LOTTE_DAE_NCC,incumbent_capex_unit,150.0,천원/t능력,T4,,,LOTTE_MEDIA_2026,,E2 stranded_cost_k,False
FIN.facility.LOTTE_DAE_NCC.margin_kthou_t,FIN,facility,LOTTE_DAE_NCC,margin_kthou_t,290.0,천원/t,T4,,,LOTTE_MEDIA_2026,,E2 retire_terms,False
FIN.facility.LOTTE_DAE_NCC.next_reinvest_year,FIN,facility,LOTTE_DAE_NCC,next_reinvest_year,2026.0,year,T4,,,LOTTE_MEDIA_2026,,E2 stranded_cost_k,False
FIN.facility.LOTTE_DAE_NCC.reinvest_cycle_yr,FIN,facility,LOTTE_DAE_NCC,reinvest_cycle_yr,4.0,yr,T4,,,LOTTE_MEDIA_2026,,E2 stranded_cost_k,False
FIN.facility.LOTTE_YEO_NCC.capacity,FIN,facility,LOTTE_YEO_NCC,capacity,1230000.0,t/yr,T4,,,LOTTE_MEDIA_2026,,E2 capex·retire scale,False
FIN.facility.LOTTE_YEO_NCC.incumbent_capex_unit,FIN,facility,LOTTE_YEO_NCC,incumbent_capex_unit,150.0,천원/t능력,T4,,,LOTTE_MEDIA_2026,,E2 stranded_cost_k,False
FIN.facility.LOTTE_YEO_NCC.margin_kthou_t,FIN,facility,LOTTE_YEO_NCC,margin_kthou_t,290.0,천원/t,T4,,,LOTTE_MEDIA_2026,,E2 retire_terms,False
FIN.facility.LOTTE_YEO_NCC.next_reinvest_year,FIN,facility,LOTTE_YEO_NCC,next_reinvest_year,2030.0,year,T4,,,LOTTE_MEDIA_2026,,E2 stranded_cost_k,False
FIN.facility.LOTTE_YEO_NCC.reinvest_cycle_yr,FIN,facility,LOTTE_YEO_NCC,reinvest_cycle_yr,4.0,yr,T4,,,LOTTE_MEDIA_2026,,E2 stranded_cost_k,False
FIN.facility.POSCO_GWY_BF1.capacity,FIN,facility,POSCO_GWY_BF1,capacity,5480000.0,t/yr,T4,,,POSCO_BF_MEDIA,,E2 capex·retire scale,False
FIN.facility.POSCO_GWY_BF1.incumbent_capex_unit,FIN,facility,POSCO_GWY_BF1,incumbent_capex_unit,200.0,천원/t능력,T4,,,POSCO_BF_MEDIA,,E2 stranded_cost_k,False
FIN.facility.POSCO_GWY_BF1.margin_kthou_t,FIN,facility,POSCO_GWY_BF1,margin_kthou_t,70.0,천원/t,T4,,,POSCO_BF_MEDIA,,E2 retire_terms,False
FIN.facility.POSCO_GWY_BF1.next_reinvest_year,FIN,facility,POSCO_GWY_BF1,next_reinvest_year,2028.0,year,T4,,,POSCO_BF_MEDIA,,E2 stranded_cost_k,False
FIN.facility.POSCO_GWY_BF1.reinvest_cycle_yr,FIN,facility,POSCO_GWY_BF1,reinvest_cycle_yr,15.0,yr,T4,,,POSCO_BF_MEDIA,,E2 stranded_cost_k,False
FIN.facility.POSCO_GWY_BF3.capacity,FIN,facility,POSCO_GWY_BF3,capacity,5023333.333333334,t/yr,T4,,,POSCO_BF_MEDIA,,E2 capex·retire scale,False
FIN.facility.POSCO_GWY_BF3.incumbent_capex_unit,FIN,facility,POSCO_GWY_BF3,incumbent_capex_unit,200.0,천원/t능력,T4,,,POSCO_BF_MEDIA,,E2 stranded_cost_k,False
FIN.facility.POSCO_GWY_BF3.margin_kthou_t,FIN,facility,POSCO_GWY_BF3,margin_kthou_t,70.0,천원/t,T4,,,POSCO_BF_MEDIA,,E2 retire_terms,False
FIN.facility.POSCO_GWY_BF3.next_reinvest_year,FIN,facility,POSCO_GWY_BF3,next_reinvest_year,2035.0,year,T4,,,POSCO_BF_MEDIA,,E2 stranded_cost_k,False
FIN.facility.POSCO_GWY_BF3.reinvest_cycle_yr,FIN,facility,POSCO_GWY_BF3,reinvest_cycle_yr,15.0,yr,T4,,,POSCO_BF_MEDIA,,E2 stranded_cost_k,False
FIN.facility.POSCO_GWY_BF4.capacity,FIN,facility,POSCO_GWY_BF4,capacity,5023333.333333334,t/yr,T4,,,POSCO_BF_MEDIA,,E2 capex·retire scale,False
FIN.facility.POSCO_GWY_BF4.incumbent_capex_unit,FIN,facility,POSCO_GWY_BF4,incumbent_capex_unit,200.0,천원/t능력,T4,,,POSCO_BF_MEDIA,,E2 stranded_cost_k,False
FIN.facility.POSCO_GWY_BF4.margin_kthou_t,FIN,facility,POSCO_GWY_BF4,margin_kthou_t,70.0,천원/t,T4,,,POSCO_BF_MEDIA,,E2 retire_terms,False
FIN.facility.POSCO_GWY_BF4.next_reinvest_year,FIN,facility,POSCO_GWY_BF4,next_reinvest_year,2037.0,year,T4,,,POSCO_BF_MEDIA,,E2 stranded_cost_k,False
FIN.facility.POSCO_GWY_BF4.reinvest_cycle_yr,FIN,facility,POSCO_GWY_BF4,reinvest_cycle_yr,15.0,yr,T4,,,POSCO_BF_MEDIA,,E2 stranded_cost_k,False
FIN.facility.POSCO_GWY_BF5.capacity,FIN,facility,POSCO_GWY_BF5,capacity,5023333.333333334,t/yr,T4,,,POSCO_BF_MEDIA,,E2 capex·retire scale,False
FIN.facility.POSCO_GWY_BF5.incumbent_capex_unit,FIN,facility,POSCO_GWY_BF5,incumbent_capex_unit,200.0,천원/t능력,T4,,,POSCO_BF_MEDIA,,E2 stranded_cost_k,False
FIN.facility.POSCO_GWY_BF5.margin_kthou_t,FIN,facility,POSCO_GWY_BF5,margin_kthou_t,70.0,천원/t,T4,,,POSCO_BF_MEDIA,,E2 retire_terms,False
FIN.facility.POSCO_GWY_BF5.next_reinvest_year,FIN,facility,POSCO_GWY_BF5,next_reinvest_year,2031.0,year,T4,,,POSCO_BF_MEDIA,,E2 stranded_cost_k,False
FIN.facility.POSCO_GWY_BF5.reinvest_cycle_yr,FIN,facility,POSCO_GWY_BF5,reinvest_cycle_yr,15.0,yr,T4,,,POSCO_BF_MEDIA,,E2 stranded_cost_k,False
FIN.facility.POSCO_POH_BF3.capacity,FIN,facility,POSCO_POH_BF3,capacity,5114666.666666667,t/yr,T4,,,POSCO_BF_MEDIA,,E2 capex·retire scale,False
FIN.facility.POSCO_POH_BF3.incumbent_capex_unit,FIN,facility,POSCO_POH_BF3,incumbent_capex_unit,200.0,천원/t능력,T4,,,POSCO_BF_MEDIA,,E2 stranded_cost_k,False
FIN.facility.POSCO_POH_BF3.margin_kthou_t,FIN,facility,POSCO_POH_BF3,margin_kthou_t,70.0,천원/t,T4,,,POSCO_BF_MEDIA,,E2 retire_terms,False
FIN.facility.POSCO_POH_BF3.next_reinvest_year,FIN,facility,POSCO_POH_BF3,next_reinvest_year,2032.0,year,T4,,,POSCO_BF_MEDIA,,E2 stranded_cost_k,False
FIN.facility.POSCO_POH_BF3.reinvest_cycle_yr,FIN,facility,POSCO_POH_BF3,reinvest_cycle_yr,15.0,yr,T4,,,POSCO_BF_MEDIA,,E2 stranded_cost_k,False
FIN.facility.POSCO_POH_BF4.capacity,FIN,facility,POSCO_POH_BF4,capacity,5114666.666666667,t/yr,T4,,,POSCO_BF_MEDIA,,E2 capex·retire scale,False
FIN.facility.POSCO_POH_BF4.incumbent_capex_unit,FIN,facility,POSCO_POH_BF4,incumbent_capex_unit,200.0,천원/t능력,T4,,,POSCO_BF_MEDIA,,E2 stranded_cost_k,False
FIN.facility.POSCO_POH_BF4.margin_kthou_t,FIN,facility,POSCO_POH_BF4,margin_kthou_t,70.0,천원/t,T4,,,POSCO_BF_MEDIA,,E2 retire_terms,False
FIN.facility.POSCO_POH_BF4.next_reinvest_year,FIN,facility,POSCO_POH_BF4,next_reinvest_year,2039.0,year,T4,,,POSCO_BF_MEDIA,,E2 stranded_cost_k,False
FIN.facility.POSCO_POH_BF4.reinvest_cycle_yr,FIN,facility,POSCO_POH_BF4,reinvest_cycle_yr,15.0,yr,T4,,,POSCO_BF_MEDIA,,E2 stranded_cost_k,False
FIN.facility.POSCO_POH_FINEX3.capacity,FIN,facility,POSCO_POH_FINEX3,capacity,2000000.0,t/yr,T4,,,POSCO_BF_MEDIA,,E2 capex·retire scale,False
FIN.facility.POSCO_POH_FINEX3.incumbent_capex_unit,FIN,facility,POSCO_POH_FINEX3,incumbent_capex_unit,300.0,천원/t능력,T4,,,POSCO_BF_MEDIA,,E2 stranded_cost_k,False
FIN.facility.POSCO_POH_FINEX3.margin_kthou_t,FIN,facility,POSCO_POH_FINEX3,margin_kthou_t,70.0,천원/t,T4,,,POSCO_BF_MEDIA,,E2 retire_terms,False
FIN.facility.POSCO_POH_FINEX3.next_reinvest_year,FIN,facility,POSCO_POH_FINEX3,next_reinvest_year,2034.0,year,T4,,,POSCO_BF_MEDIA,,E2 stranded_cost_k,False
FIN.facility.POSCO_POH_FINEX3.reinvest_cycle_yr,FIN,facility,POSCO_POH_FINEX3,reinvest_cycle_yr,20.0,yr,T4,,,POSCO_BF_MEDIA,,E2 stranded_cost_k,False
FIN.price.B20_Japan_re_price,FIN,price_path,B20/Japan,re_price,198000→198000,KRW/MWh,T4,,,KR_PPA_2026/REI_JP_PPA_2025,,"E1 central path, E2/E4 cost",False
FIN.price.B20_Korea_re_price,FIN,price_path,B20/Korea,re_price,175000→175000,KRW/MWh,T4,,,KR_PPA_2026/REI_JP_PPA_2025,,"E1 central path, E2/E4 cost",False
FIN.price.NZ15_Japan_re_price,FIN,price_path,NZ15/Japan,re_price,198000→198000,KRW/MWh,T4,,,KR_PPA_2026/REI_JP_PPA_2025,,"E1 central path, E2/E4 cost",False
FIN.price.NZ15_Korea_re_price,FIN,price_path,NZ15/Korea,re_price,175000→175000,KRW/MWh,T4,,,KR_PPA_2026/REI_JP_PPA_2025,,"E1 central path, E2/E4 cost",False
FIN.technology.petchem_bio.avail_year,FIN,technology,petchem_bio,avail_year,2025,year,T4,,,ICIS_BIONAPHTHA_2025 (10% drop-in blended),,,False
FIN.technology.petchem_bio.build_years,FIN,technology,petchem_bio,build_years,0,yr,T4,,,ICIS_BIONAPHTHA_2025 (10% drop-in blended),,,False
FIN.technology.petchem_bio.capex_uncertainty,FIN,technology,petchem_bio,capex_uncertainty,30,%,T4,,,ICIS_BIONAPHTHA_2025 (10% drop-in blended),,,False
FIN.technology.petchem_bio.capex_unit,FIN,technology,petchem_bio,capex_unit,0.0,천원/t능력,T4,,,ICIS_BIONAPHTHA_2025 (10% drop-in blended),,E2/plancost capex,False
FIN.technology.petchem_bio.elec_intensity,FIN,technology,petchem_bio,elec_intensity,0.0,MWh/t,T4,,,ICIS_BIONAPHTHA_2025 (10% drop-in blended),,energy cost + TCaR elec,False
FIN.technology.petchem_bio.emission_factor,FIN,technology,petchem_bio,emission_factor,0.865,tCO2/t,T4,,,ICIS_BIONAPHTHA_2025 (10% drop-in blended),,budget + carbon cost,False
FIN.technology.petchem_bio.h2_intensity,FIN,technology,petchem_bio,h2_intensity,0.0,kg/t,T4,,,ICIS_BIONAPHTHA_2025 (10% drop-in blended),,energy cost + TCaR h2,False
FIN.technology.petchem_bio.lifetime,FIN,technology,petchem_bio,lifetime,20,yr,T4,,,ICIS_BIONAPHTHA_2025 (10% drop-in blended),,,False
FIN.technology.petchem_bio.opex_fixed,FIN,technology,petchem_bio,opex_fixed,0.0,천원/t능력/yr,T4,,,ICIS_BIONAPHTHA_2025 (10% drop-in blended),,,False
FIN.technology.petchem_bio.opex_var,FIN,technology,petchem_bio,opex_var,579.0,천원/t,T4,,,ICIS_BIONAPHTHA_2025 (10% drop-in blended),,,False
FIN.technology.petchem_eff.avail_year,FIN,technology,petchem_eff,avail_year,2024,year,T4,,,KBC_CHEMENG_2024,,,False
FIN.technology.petchem_eff.build_years,FIN,technology,petchem_eff,build_years,1,yr,T4,,,KBC_CHEMENG_2024,,,False
FIN.technology.petchem_eff.capex_uncertainty,FIN,technology,petchem_eff,capex_uncertainty,40,%,T4,,,KBC_CHEMENG_2024,,,False
FIN.technology.petchem_eff.capex_unit,FIN,technology,petchem_eff,capex_unit,60.0,천원/t능력,T4,,,KBC_CHEMENG_2024,,E2/plancost capex,False
FIN.technology.petchem_eff.elec_intensity,FIN,technology,petchem_eff,elec_intensity,0.0,MWh/t,T4,,,KBC_CHEMENG_2024,,energy cost + TCaR elec,False
FIN.technology.petchem_eff.emission_factor,FIN,technology,petchem_eff,emission_factor,0.92,tCO2/t,T4,,,KBC_CHEMENG_2024,,budget + carbon cost,False
FIN.technology.petchem_eff.h2_intensity,FIN,technology,petchem_eff,h2_intensity,0.0,kg/t,T4,,,KBC_CHEMENG_2024,,energy cost + TCaR h2,False
FIN.technology.petchem_eff.lifetime,FIN,technology,petchem_eff,lifetime,15,yr,T4,,,KBC_CHEMENG_2024,,,False
FIN.technology.petchem_eff.opex_fixed,FIN,technology,petchem_eff,opex_fixed,0.0,천원/t능력/yr,T4,,,KBC_CHEMENG_2024,,,False
FIN.technology.petchem_eff.opex_var,FIN,technology,petchem_eff,opex_var,0.0,천원/t,T4,,,KBC_CHEMENG_2024,,,False
FIN.technology.petchem_h2fuel.avail_year,FIN,technology,petchem_h2fuel,avail_year,2028,year,T4,,,"DECARB_TECH_CRACKER (50% displacement, EF rescaled)",,,False
FIN.technology.petchem_h2fuel.build_years,FIN,technology,petchem_h2fuel,build_years,2,yr,T4,,,"DECARB_TECH_CRACKER (50% displacement, EF rescaled)",,,False
FIN.technology.petchem_h2fuel.capex_uncertainty,FIN,technology,petchem_h2fuel,capex_uncertainty,60,%,T4,,,"DECARB_TECH_CRACKER (50% displacement, EF rescaled)",,,False
FIN.technology.petchem_h2fuel.capex_unit,FIN,technology,petchem_h2fuel,capex_unit,68.0,천원/t능력,T4,,,"DECARB_TECH_CRACKER (50% displacement, EF rescaled)",,E2/plancost capex,False
FIN.technology.petchem_h2fuel.elec_intensity,FIN,technology,petchem_h2fuel,elec_intensity,0.0,MWh/t,T4,,,"DECARB_TECH_CRACKER (50% displacement, EF rescaled)",,energy cost + TCaR elec,False
FIN.technology.petchem_h2fuel.emission_factor,FIN,technology,petchem_h2fuel,emission_factor,0.48,tCO2/t,T4,,,"DECARB_TECH_CRACKER (50% displacement, EF rescaled)",,budget + carbon cost,False
FIN.technology.petchem_h2fuel.h2_intensity,FIN,technology,petchem_h2fuel,h2_intensity,83.0,kg/t,T4,,,"DECARB_TECH_CRACKER (50% displacement, EF rescaled)",,energy cost + TCaR h2,False
FIN.technology.petchem_h2fuel.lifetime,FIN,technology,petchem_h2fuel,lifetime,20,yr,T4,,,"DECARB_TECH_CRACKER (50% displacement, EF rescaled)",,,False
FIN.technology.petchem_h2fuel.opex_fixed,FIN,technology,petchem_h2fuel,opex_fixed,0.0,천원/t능력/yr,T4,,,"DECARB_TECH_CRACKER (50% displacement, EF rescaled)",,,False
FIN.technology.petchem_h2fuel.opex_var,FIN,technology,petchem_h2fuel,opex_var,5.0,천원/t,T4,,,"DECARB_TECH_CRACKER (50% displacement, EF rescaled)",,,False
EFF.facility.JFE-CHIBA.baseline_electricity_mwh_per_t,EFF,facility,JFE-CHIBA,baseline_electricity_mwh_per_t,0.12,MWh/t,T5,,,model_estimate,,,True
EFF.facility.JFE-CHIBA.baseline_emissions_tco2_per_t,EFF,facility,JFE-CHIBA,baseline_emissions_tco2_per_t,2.115294,tCO2/t,T5,,,model_estimate,,,True
EFF.facility.JFE-CHIBA.capacity_mtpa,EFF,facility,JFE-CHIBA,capacity_mtpa,6.0,Mtpa,T5,,,model_estimate,,EFF 블록 규모,True
EFF.facility.JFE-CHIBA.reinvestment_year,EFF,facility,JFE-CHIBA,reinvestment_year,2035,year,T5,,,model_estimate,,,True
EFF.facility.JFE-FUKU.baseline_electricity_mwh_per_t,EFF,facility,JFE-FUKU,baseline_electricity_mwh_per_t,0.12,MWh/t,T5,,,model_estimate,,,True
EFF.facility.JFE-FUKU.baseline_emissions_tco2_per_t,EFF,facility,JFE-FUKU,baseline_emissions_tco2_per_t,2.115294,tCO2/t,T5,,,model_estimate,,,True
EFF.facility.JFE-FUKU.capacity_mtpa,EFF,facility,JFE-FUKU,capacity_mtpa,9.8,Mtpa,T5,,,model_estimate,,EFF 블록 규모,True
EFF.facility.JFE-FUKU.reinvestment_year,EFF,facility,JFE-FUKU,reinvestment_year,2032,year,T5,,,model_estimate,,,True
EFF.facility.JFE-KURA.baseline_electricity_mwh_per_t,EFF,facility,JFE-KURA,baseline_electricity_mwh_per_t,0.12,MWh/t,T5,,,model_estimate,,,True
EFF.facility.JFE-KURA.baseline_emissions_tco2_per_t,EFF,facility,JFE-KURA,baseline_emissions_tco2_per_t,2.115294,tCO2/t,T5,,,model_estimate,,,True
EFF.facility.JFE-KURA.capacity_mtpa,EFF,facility,JFE-KURA,capacity_mtpa,7.4,Mtpa,T5,,,model_estimate,,EFF 블록 규모,True
EFF.facility.JFE-KURA.reinvestment_year,EFF,facility,JFE-KURA,reinvestment_year,2028,year,T5,,,model_estimate,,,True
EFF.facility.JFE-SENDAI.baseline_electricity_mwh_per_t,EFF,facility,JFE-SENDAI,baseline_electricity_mwh_per_t,0.66,MWh/t,T5,,,model_estimate,,,True
EFF.facility.JFE-SENDAI.baseline_emissions_tco2_per_t,EFF,facility,JFE-SENDAI,baseline_emissions_tco2_per_t,0.5,tCO2/t,T5,,,model_estimate,,,True
EFF.facility.JFE-SENDAI.capacity_mtpa,EFF,facility,JFE-SENDAI,capacity_mtpa,0.8,Mtpa,T5,,,model_estimate,,EFF 블록 규모,True
EFF.facility.JFE-SENDAI.reinvestment_year,EFF,facility,JFE-SENDAI,reinvestment_year,2032,year,T5,,,model_estimate,,,True
EFF.facility.KOB-BF1.baseline_electricity_mwh_per_t,EFF,facility,KOB-BF1,baseline_electricity_mwh_per_t,0.12,MWh/t,T5,,,model_estimate,,,True
EFF.facility.KOB-BF1.baseline_emissions_tco2_per_t,EFF,facility,KOB-BF1,baseline_emissions_tco2_per_t,2.431741,tCO2/t,T5,,,model_estimate,,,True
EFF.facility.KOB-BF1.capacity_mtpa,EFF,facility,KOB-BF1,capacity_mtpa,3.15,Mtpa,T5,,,model_estimate,,EFF 블록 규모,True
EFF.facility.KOB-BF1.reinvestment_year,EFF,facility,KOB-BF1,reinvestment_year,2028,year,T5,,,model_estimate,,,True
EFF.facility.KOB-BF3.baseline_electricity_mwh_per_t,EFF,facility,KOB-BF3,baseline_electricity_mwh_per_t,0.12,MWh/t,T5,,,model_estimate,,,True
EFF.facility.KOB-BF3.baseline_emissions_tco2_per_t,EFF,facility,KOB-BF3,baseline_emissions_tco2_per_t,2.431741,tCO2/t,T5,,,model_estimate,,,True
EFF.facility.KOB-BF3.capacity_mtpa,EFF,facility,KOB-BF3,capacity_mtpa,3.05,Mtpa,T5,,,model_estimate,,EFF 블록 규모,True
EFF.facility.KOB-BF3.reinvestment_year,EFF,facility,KOB-BF3,reinvestment_year,2036,year,T5,,,model_estimate,,,True
EFF.facility.KOB-TAKA.baseline_electricity_mwh_per_t,EFF,facility,KOB-TAKA,baseline_electricity_mwh_per_t,0.66,MWh/t,T5,,,model_estimate,,,True
EFF.facility.KOB-TAKA.baseline_emissions_tco2_per_t,EFF,facility,KOB-TAKA,baseline_emissions_tco2_per_t,0.5,tCO2/t,T5,,,model_estimate,,,True
EFF.facility.KOB-TAKA.capacity_mtpa,EFF,facility,KOB-TAKA,capacity_mtpa,0.14,Mtpa,T5,,,model_estimate,,EFF 블록 규모,True
EFF.facility.KOB-TAKA.reinvestment_year,EFF,facility,KOB-TAKA,reinvestment_year,2032,year,T5,,,model_estimate,,,True
EFF.facility.NS-EAST.baseline_electricity_mwh_per_t,EFF,facility,NS-EAST,baseline_electricity_mwh_per_t,0.12,MWh/t,T5,,,model_estimate,,,True
EFF.facility.NS-EAST.baseline_emissions_tco2_per_t,EFF,facility,NS-EAST,baseline_emissions_tco2_per_t,2.116618,tCO2/t,T5,,,model_estimate,,,True
EFF.facility.NS-EAST.capacity_mtpa,EFF,facility,NS-EAST,capacity_mtpa,8.1,Mtpa,T5,,,model_estimate,,EFF 블록 규모,True
EFF.facility.NS-EAST.reinvestment_year,EFF,facility,NS-EAST,reinvestment_year,2033,year,T5,,,model_estimate,,,True
EFF.facility.NS-KANSAI.baseline_electricity_mwh_per_t,EFF,facility,NS-KANSAI,baseline_electricity_mwh_per_t,0.12,MWh/t,T5,,,model_estimate,,,True
EFF.facility.NS-KANSAI.baseline_emissions_tco2_per_t,EFF,facility,NS-KANSAI,baseline_emissions_tco2_per_t,2.116618,tCO2/t,T5,,,model_estimate,,,True
