company_id,company_name,scenario_id,plan_id,facility_id,facility_name,region,transition_year,baseline_technology_id,baseline_technology_name,technology_id,technology_name,aligned_capex_bn_krw,incremental_capex_bn_krw,capacity_mtpa,output_mt,baseline_emissions_mtco2,emissions_2030_mtco2,emissions_2040_mtco2,residual_emissions_mtco2,annual_avoided_emissions_mtco2,cumulative_avoided_emissions_mtco2,base_case_gross_cost_bn_krw,base_case_policy_support_bn_krw,base_case_cash_cost_before_support_bn_krw,base_case_net_cash_cost_after_support_bn_krw,base_case_avoided_carbon_cost_value_bn_krw,base_case_net_cost_bn_krw,base_case_capex_cost_bn_krw,base_case_fixed_opex_cost_bn_krw,base_case_electricity_cost_bn_krw,base_case_hydrogen_cost_bn_krw,base_case_contract_premium_bn_krw,base_case_carbon_value_bn_krw,data_status,source_note,candidate_id,template_plan_id,physical_portfolio_id,candidate_path_count,candidate_p50_kkrw_per_tco2,candidate_tcar_kkrw_per_tco2,common_avoided_emissions_mtco2,deterministic_economic_npv_bn_krw,deterministic_cost_common_kkrw_per_tco2,carbon_budget_feasible,scenario_feasible,first_budget_breach_year,max_annual_budget_excess_mtco2,minimum_annual_budget_margin_mtco2,physical_constraints_feasible,resource_constraints_feasible,construction_concurrency_feasible,failure_risk_constraint_feasible,first_resource_breach_year,max_scrap_supply_excess_mt,max_hydrogen_supply_excess_mt,max_incremental_grid_excess_twh,max_concurrent_construction_projects,concurrent_construction_limit,portfolio_failure_probability,portfolio_failure_probability_limit,expected_failure_delay_years
KOBE_STEEL_JP,Kobe Steel,ACCELERATED_15C,P3,KOB-TAKA,Takasago Works EAF block,다카사고,2033,EAF_BASELINE,기존 전기로 기준 블록,EAF_RENEWABLE,기존 EAF 재생전력 업그레이드,40.04,12.32,0.14,0.1,0.05,0.05,0.01,0.01,0.04,0.32,-6.667,1.614,10.027,8.413,16.694,-8.281,8.028,0.0,1.948,0.0,0.051,-16.694,model_estimate,다카사고 포함 공식 조강 총량에 맞춘 소규모 EAF 블록 추정,CAND-4D158AE8BC3521,P3,PORT-1144EBE63B41,1000,137.568184,25.805426,102.391093,13664.434,133.453347,True,True,,0.0,9.990856690045291e-05,True,True,True,True,,0.0,0.0,0.0,1,1,0.28332,0.6,1.06
POSCO_KR,POSCO,DISCLOSED_PATH,P2,POS-GWY-E,광양제철소 BF 블록 B,광양,2037,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,9270.0,7210.0,10.3,9.502996,19.725693,19.725693,1.900599,1.900599,17.825093,71.300373,11451.871,1050.235,14011.059,12960.824,2559.188,10401.636,3792.327,295.74,1153.737,8751.189,18.066,-2559.188,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정,CAND-4EF614D30D6D91,P2,PORT-96133A6427FE,1000,70.063297,16.821127,430.20423,29134.516,67.722522,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.45933660799999987,0.65,2.02
POSCO_KR,POSCO,DISCLOSED_PATH,P2,POS-GWY-EAF,광양 기존 EAF 블록,광양,2033,EAF_BASELINE,기존 전기로 기준 블록,EAF_RENEWABLE,기존 EAF 재생전력 업그레이드,312.0,96.0,1.2,1.134,0.5103,0.5103,0.1134,0.1134,0.3969,3.1752,0.429,6.268,115.955,109.687,115.527,-5.839,62.553,14.814,38.405,0.0,0.183,-115.527,model_estimate,2025 공식 EAF 생산 1.135Mt에 맞춘 모델 블록; 집약도·재투자연도 추정,CAND-4EF614D30D6D91,P2,PORT-96133A6427FE,1000,70.063297,16.821127,430.20423,29134.516,67.722522,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.45933660799999987,0.65,2.02
POSCO_KR,POSCO,DISCLOSED_PATH,P2,POS-GWY-W,광양제철소 BF 블록 A,광양,2035,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,5768.0,3708.0,10.3,9.499999,19.719471,19.719471,4.275,4.275,15.444471,92.666828,1281.633,326.268,4635.581,4309.313,3353.947,955.366,2170.777,263.8,2193.372,0.0,7.632,-3353.947,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정,CAND-4EF614D30D6D91,P2,PORT-96133A6427FE,1000,70.063297,16.821127,430.20423,29134.516,67.722522,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.45933660799999987,0.65,2.02
POSCO_KR,POSCO,DISCLOSED_PATH,P2,POS-POH-N,포항제철소 BF 블록 A,포항,2029,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,4592.0,2952.0,8.2,7.599998,15.775574,3.419999,3.419999,3.419999,12.355575,148.266898,1386.926,358.36,6774.035,6415.675,5387.108,1028.566,2382.904,446.25,3934.214,0.0,10.667,-5387.108,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정,CAND-4EF614D30D6D91,P2,PORT-96133A6427FE,1000,70.063297,16.821127,430.20423,29134.516,67.722522,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.45933660799999987,0.65,2.02
POSCO_KR,POSCO,DISCLOSED_PATH,P2,POS-POH-S,포항제철소 BF 블록 B,포항,2032,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,6660.0,5180.0,7.4,6.800001,14.114992,14.114992,1.36,1.36,12.754992,114.794931,17942.234,1187.447,22124.401,20936.954,4182.167,16754.787,3560.923,514.289,2030.494,15992.535,26.16,-4182.167,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정,CAND-4EF614D30D6D91,P2,PORT-96133A6427FE,1000,70.063297,16.821127,430.20423,29134.516,67.722522,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.45933660799999987,0.65,2.02
POSCO_KR,POSCO,ACCELERATED_15C,P2,POS-GWY-E,광양제철소 BF 블록 B,광양,2037,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,9270.0,7210.0,10.3,9.502996,19.725693,19.725693,1.900599,1.900599,17.825093,71.300373,11248.125,1452.798,15035.68,13582.882,3787.555,9795.327,3792.327,295.74,1311.15,9617.294,19.169,-3787.555,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정,CAND-4EF614D30D6D91,P2,PORT-96133A6427FE,1000,58.480114,18.155806,430.20423,24083.473,55.981487,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.45933660799999987,0.65,2.02
POSCO_KR,POSCO,ACCELERATED_15C,P2,POS-GWY-EAF,광양 기존 EAF 블록,광양,2033,EAF_BASELINE,기존 전기로 기준 블록,EAF_RENEWABLE,기존 EAF 재생전력 업그레이드,312.0,96.0,1.2,1.134,0.5103,0.5103,0.1134,0.1134,0.3969,3.1752,-48.989,9.402,120.544,111.142,169.532,-58.39,62.553,14.814,42.986,0.0,0.19,-169.532,model_estimate,2025 공식 EAF 생산 1.135Mt에 맞춘 모델 블록; 집약도·재투자연도 추정,CAND-4EF614D30D6D91,P2,PORT-96133A6427FE,1000,58.480114,18.155806,430.20423,24083.473,55.981487,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.45933660799999987,0.65,2.02
POSCO_KR,POSCO,ACCELERATED_15C,P2,POS-GWY-W,광양제철소 BF 블록 A,광양,2035,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,5768.0,3708.0,10.3,9.499999,19.719471,19.719471,4.275,4.275,15.444471,92.666828,-31.935,435.024,4916.902,4481.878,4948.836,-466.958,2170.777,263.8,2474.272,0.0,8.053,-4948.836,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정,CAND-4EF614D30D6D91,P2,PORT-96133A6427FE,1000,58.480114,18.155806,430.20423,24083.473,55.981487,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.45933660799999987,0.65,2.02
POSCO_KR,POSCO,ACCELERATED_15C,P2,POS-POH-N,포항제철소 BF 블록 A,포항,2029,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,4592.0,2952.0,8.2,7.599998,15.775574,3.419999,3.419999,3.419999,12.355575,148.266898,-592.38,477.534,7170.146,6692.612,7762.525,-1069.914,2382.904,446.25,4329.731,0.0,11.26,-7762.525,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정,CAND-4EF614D30D6D91,P2,PORT-96133A6427FE,1000,58.480114,18.155806,430.20423,24083.473,55.981487,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.45933660799999987,0.65,2.02
POSCO_KR,POSCO,ACCELERATED_15C,P2,POS-POH-S,포항제철소 BF 블록 B,포항,2032,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,6660.0,5180.0,7.4,6.800001,14.114992,14.114992,1.36,1.36,12.754992,114.794931,17540.672,1657.264,23655.684,21998.42,6115.012,15883.408,3560.923,514.289,2263.493,17289.173,27.806,-6115.012,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정,CAND-4EF614D30D6D91,P2,PORT-96133A6427FE,1000,58.480114,18.155806,430.20423,24083.473,55.981487,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.45933660799999987,0.65,2.02
POSCO_KR,POSCO,DISCLOSED_PATH,P3,POS-GWY-E,광양제철소 BF 블록 B,광양,2037,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,9270.0,7210.0,10.3,9.502996,19.725693,19.725693,1.900599,1.900599,17.825093,71.300373,11491.723,1376.256,14050.911,12674.655,2559.188,10115.467,3792.327,295.74,1153.737,8751.189,57.918,-2559.188,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정,CAND-6339E6B83A8408,P3,PORT-8826D0B469EE,1000,63.598278,13.996143,429.154227,26569.752,61.911896,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.459336608,0.65,2.02
POSCO_KR,POSCO,DISCLOSED_PATH,P3,POS-GWY-EAF,광양 기존 EAF 블록,광양,2033,EAF_BASELINE,기존 전기로 기준 블록,EAF_RENEWABLE,기존 EAF 재생전력 업그레이드,312.0,96.0,1.2,1.134,0.5103,0.5103,0.1134,0.1134,0.3969,3.1752,0.747,6.288,116.274,109.986,115.527,-5.541,62.553,14.814,38.405,0.0,0.501,-115.527,model_estimate,2025 공식 EAF 생산 1.135Mt에 맞춘 모델 블록; 집약도·재투자연도 추정,CAND-6339E6B83A8408,P3,PORT-8826D0B469EE,1000,63.598278,13.996143,429.154227,26569.752,61.911896,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.459336608,0.65,2.02
POSCO_KR,POSCO,DISCLOSED_PATH,P3,POS-GWY-W,광양제철소 BF 블록 A,광양,2035,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,9270.0,7210.0,10.3,9.499999,19.719471,19.719471,1.9,1.9,17.819471,106.916827,16507.886,1792.019,20377.592,18585.573,3869.706,14715.867,4220.954,468.979,1808.57,13797.051,82.038,-3869.706,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정,CAND-6339E6B83A8408,P3,PORT-8826D0B469EE,1000,63.598278,13.996143,429.154227,26569.752,61.911896,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.459336608,0.65,2.02
POSCO_KR,POSCO,DISCLOSED_PATH,P3,POS-POH-N,포항제철소 BF 블록 A,포항,2029,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,4592.0,2952.0,8.2,7.599998,15.775574,3.419999,3.419999,3.419999,12.355575,148.266898,1406.474,359.873,6793.582,6433.709,5387.108,1046.6,2382.904,446.25,3934.214,0.0,30.214,-5387.108,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정,CAND-6339E6B83A8408,P3,PORT-8826D0B469EE,1000,63.598278,13.996143,429.154227,26569.752,61.911896,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.459336608,0.65,2.02
POSCO_KR,POSCO,DISCLOSED_PATH,P3,POS-POH-S,포항제철소 BF 블록 B,포항,2032,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,4144.0,2664.0,7.4,6.800001,14.114992,14.114992,3.06,3.06,11.054992,99.49493,973.501,276.142,4598.263,4322.122,3624.763,697.359,1831.332,274.288,2471.906,0.0,20.738,-3624.763,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정,CAND-6339E6B83A8408,P3,PORT-8826D0B469EE,1000,63.598278,13.996143,429.154227,26569.752,61.911896,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.459336608,0.65,2.02
POSCO_KR,POSCO,ACCELERATED_15C,P3,POS-GWY-E,광양제철소 BF 블록 B,광양,2037,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,9270.0,7210.0,10.3,9.502996,19.725693,19.725693,1.900599,1.900599,17.825093,71.300373,11290.831,1928.923,15078.386,13149.463,3787.555,9361.908,3792.327,295.74,1311.15,9617.294,61.875,-3787.555,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정,CAND-6339E6B83A8408,P3,PORT-8826D0B469EE,1000,50.944214,14.887202,429.154227,21116.24,49.204315,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.459336608,0.65,2.02
POSCO_KR,POSCO,ACCELERATED_15C,P3,POS-GWY-EAF,광양 기존 EAF 블록,광양,2033,EAF_BASELINE,기존 전기로 기준 블록,EAF_RENEWABLE,기존 EAF 재생전력 업그레이드,312.0,96.0,1.2,1.134,0.5103,0.5103,0.1134,0.1134,0.3969,3.1752,-48.656,9.432,120.876,111.444,169.532,-58.089,62.553,14.814,42.986,0.0,0.522,-169.532,model_estimate,2025 공식 EAF 생산 1.135Mt에 맞춘 모델 블록; 집약도·재투자연도 추정,CAND-6339E6B83A8408,P3,PORT-8826D0B469EE,1000,50.944214,14.887202,429.154227,21116.24,49.204315,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.459336608,0.65,2.02
POSCO_KR,POSCO,ACCELERATED_15C,P3,POS-GWY-W,광양제철소 BF 블록 A,광양,2035,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,9270.0,7210.0,10.3,9.499999,19.719471,19.719471,1.9,1.9,17.819471,106.916827,16173.801,2525.656,21883.653,19357.997,5709.852,13648.145,4220.954,468.979,2040.189,15065.694,87.837,-5709.852,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정,CAND-6339E6B83A8408,P3,PORT-8826D0B469EE,1000,50.944214,14.887202,429.154227,21116.24,49.204315,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.459336608,0.65,2.02
POSCO_KR,POSCO,ACCELERATED_15C,P3,POS-POH-N,포항제철소 BF 블록 A,포항,2029,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,4592.0,2952.0,8.2,7.599998,15.775574,3.419999,3.419999,3.419999,12.355575,148.266898,-571.646,479.083,7190.879,6711.797,7762.525,-1050.729,2382.904,446.25,4329.731,0.0,31.994,-7762.525,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정,CAND-6339E6B83A8408,P3,PORT-8826D0B469EE,1000,50.944214,14.887202,429.154227,21116.24,49.204315,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.459336608,0.65,2.02
POSCO_KR,POSCO,ACCELERATED_15C,P3,POS-POH-S,포항제철소 BF 블록 B,포항,2032,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,4144.0,2664.0,7.4,6.800001,14.114992,14.114992,3.06,3.06,11.054992,99.49493,-416.806,368.189,4883.19,4515.001,5299.996,-784.996,1831.332,274.288,2755.556,0.0,22.014,-5299.996,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정,CAND-6339E6B83A8408,P3,PORT-8826D0B469EE,1000,50.944214,14.887202,429.154227,21116.24,49.204315,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,3,3,0.459336608,0.65,2.02
POSCO_KR,POSCO,DISCLOSED_PATH,P1,POS-GWY-E,광양제철소 BF 블록 B,광양,2037,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,5768.0,3708.0,10.3,9.502996,19.725693,19.725693,4.276348,4.276348,15.449344,61.797377,1297.81,292.551,3515.907,3223.356,2218.097,1005.259,1950.339,166.354,1399.213,0.0,0.0,-2218.097,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정,CAND-63781C106D5099,P1,PORT-41705C04BF44,1000,10.584175,6.989409,234.011233,2160.761,9.233578,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.2589598719999999,0.65,0.7399999999999999
POSCO_KR,POSCO,DISCLOSED_PATH,P1,POS-GWY-EAF,광양 기존 EAF 블록,광양,2033,EAF_BASELINE,기존 전기로 기준 블록,EAF_RENEWABLE,기존 EAF 재생전력 업그레이드,312.0,96.0,1.2,1.134,0.5103,0.5103,0.1134,0.1134,0.3969,3.1752,0.246,6.255,115.773,109.517,115.527,-6.009,62.553,14.814,38.405,0.0,0.0,-115.527,model_estimate,2025 공식 EAF 생산 1.135Mt에 맞춘 모델 블록; 집약도·재투자연도 추정,CAND-63781C106D5099,P1,PORT-41705C04BF44,1000,10.584175,6.989409,234.011233,2160.761,9.233578,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.2589598719999999,0.65,0.7399999999999999
POSCO_KR,POSCO,DISCLOSED_PATH,P1,POS-GWY-W,광양제철소 BF 블록 A,광양,2035,BF_BOF,기준 BF-BOF 복합 블록,BF_RELINE,BF 개수·효율 패키지,2575.0,515.0,10.3,9.499999,19.719471,19.719471,18.049998,18.049998,1.669473,10.016837,133.156,0.0,495.702,495.702,362.546,133.156,301.497,117.245,76.96,0.0,0.0,-362.546,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정,CAND-63781C106D5099,P1,PORT-41705C04BF44,1000,10.584175,6.989409,234.011233,2160.761,9.233578,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.2589598719999999,0.65,0.7399999999999999
POSCO_KR,POSCO,DISCLOSED_PATH,P1,POS-POH-N,포항제철소 BF 블록 A,포항,2029,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,4592.0,2952.0,8.2,7.599998,15.775574,3.419999,3.419999,3.419999,12.355575,148.266898,1376.259,357.436,6763.368,6405.932,5387.108,1018.824,2382.904,446.25,3934.214,0.0,0.0,-5387.108,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정,CAND-63781C106D5099,P1,PORT-41705C04BF44,1000,10.584175,6.989409,234.011233,2160.761,9.233578,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.2589598719999999,0.65,0.7399999999999999
POSCO_KR,POSCO,DISCLOSED_PATH,P1,POS-POH-S,포항제철소 BF 블록 B,포항,2032,BF_BOF,기준 BF-BOF 복합 블록,BF_RELINE,BF 개수·효율 패키지,1850.0,370.0,7.4,6.800001,14.114992,14.114992,12.920001,12.920001,1.194991,10.754922,9.531,0.0,401.351,401.351,391.819,9.531,254.352,102.858,44.141,0.0,0.0,-391.819,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정,CAND-63781C106D5099,P1,PORT-41705C04BF44,1000,10.584175,6.989409,234.011233,2160.761,9.233578,True,True,,0.0,2.0275124185786808e-05,True,True,True,True,,0.0,0.0,0.0,2,3,0.2589598719999999,0.65,0.7399999999999999
POSCO_KR,POSCO,ACCELERATED_15C,P1,POS-GWY-E,광양제철소 BF 블록 B,광양,2037,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,5768.0,3708.0,10.3,9.502996,19.725693,19.725693,4.276348,4.276348,15.449344,61.797377,424.066,390.068,3706.812,3316.744,3282.745,33.999,1950.339,166.354,1590.118,0.0,0.0,-3282.745,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정,CAND-63781C106D5099,P1,PORT-41705C04BF44,1000,-4.240665,7.433054,234.011233,-1300.659,-5.558105,False,False,2035,19.079746585000006,-19.079746585000006,True,True,True,True,,0.0,0.0,0.0,2,3,0.2589598719999999,0.65,0.7399999999999999
POSCO_KR,POSCO,ACCELERATED_15C,P1,POS-GWY-EAF,광양 기존 EAF 블록,광양,2033,EAF_BASELINE,기존 전기로 기준 블록,EAF_RENEWABLE,기존 EAF 재생전력 업그레이드,312.0,96.0,1.2,1.134,0.5103,0.5103,0.1134,0.1134,0.3969,3.1752,-49.178,9.383,120.354,110.971,169.532,-58.561,62.553,14.814,42.986,0.0,0.0,-169.532,model_estimate,2025 공식 EAF 생산 1.135Mt에 맞춘 모델 블록; 집약도·재투자연도 추정,CAND-63781C106D5099,P1,PORT-41705C04BF44,1000,-4.240665,7.433054,234.011233,-1300.659,-5.558105,False,False,2035,19.079746585000006,-19.079746585000006,True,True,True,True,,0.0,0.0,0.0,2,3,0.2589598719999999,0.65,0.7399999999999999
POSCO_KR,POSCO,ACCELERATED_15C,P1,POS-GWY-W,광양제철소 BF 블록 A,광양,2035,BF_BOF,기준 BF-BOF 복합 블록,BF_RELINE,BF 개수·효율 패키지,2575.0,515.0,10.3,9.499999,19.719471,19.719471,18.049998,18.049998,1.669473,10.016837,-29.387,0.0,505.558,505.558,534.945,-29.387,301.497,117.245,86.817,0.0,0.0,-534.945,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정,CAND-63781C106D5099,P1,PORT-41705C04BF44,1000,-4.240665,7.433054,234.011233,-1300.659,-5.558105,False,False,2035,19.079746585000006,-19.079746585000006,True,True,True,True,,0.0,0.0,0.0,2,3,0.2589598719999999,0.65,0.7399999999999999
POSCO_KR,POSCO,ACCELERATED_15C,P1,POS-POH-N,포항제철소 BF 블록 A,포항,2029,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,4592.0,2952.0,8.2,7.599998,15.775574,3.419999,3.419999,3.419999,12.355575,148.266898,-603.64,476.581,7158.885,6682.305,7762.525,-1080.221,2382.904,446.25,4329.731,0.0,0.0,-7762.525,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정,CAND-63781C106D5099,P1,PORT-41705C04BF44,1000,-4.240665,7.433054,234.011233,-1300.659,-5.558105,False,False,2035,19.079746585000006,-19.079746585000006,True,True,True,True,,0.0,0.0,0.0,2,3,0.2589598719999999,0.65,0.7399999999999999
POSCO_KR,POSCO,ACCELERATED_15C,P1,POS-POH-S,포항제철소 BF 블록 B,포항,2032,BF_BOF,기준 BF-BOF 복합 블록,BF_RELINE,BF 개수·효율 패키지,1850.0,370.0,7.4,6.800001,14.114992,14.114992,12.920001,12.920001,1.194991,10.754922,-166.488,0.0,406.416,406.416,572.904,-166.488,254.352,102.858,49.206,0.0,0.0,-572.904,model_estimate,POSCO 공식 국내 생산·배출 총량에 맞춘 설비 블록 배분; 개별 생산량·재투자연도는 추정,CAND-63781C106D5099,P1,PORT-41705C04BF44,1000,-4.240665,7.433054,234.011233,-1300.659,-5.558105,False,False,2035,19.079746585000006,-19.079746585000006,True,True,True,True,,0.0,0.0,0.0,2,3,0.2589598719999999,0.65,0.7399999999999999
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P3,NS-EAST,East Nippon Works 블록,동일본,2034,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,8019.0,6237.0,8.1,7.200001,15.239652,15.239652,1.44,1.44,13.799651,96.597559,21394.63,2398.435,24786.515,22388.08,3391.885,18996.195,3852.154,346.602,2483.549,18005.29,98.92,-3391.885,model_estimate,Nippon Steel 공식 생산·배출·용량 총량에 맞춘 지역 블록 배분,CAND-7400D0EA735D98,P3,PORT-6742936593A9,1000,81.972911,16.27814,454.753949,36270.549,79.758623,True,True,,0.0,3.446647212967946e-06,True,True,True,True,,0.0,0.0,0.0,2,2,0.47641018879999986,0.65,2.16
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P3,NS-KANSAI,Kansai Works 블록,간사이,2036,BF_BOF,기준 BF-BOF 복합 블록,H2_DRI_EAF,수소 DRI + EAF,6237.0,4851.0,6.3,5.600001,11.853062,11.853062,1.12,1.12,10.733062,53.665311,11860.997,1444.305,13735.576,12291.27,1874.579,10416.691,2691.871,181.997,1314.06,9492.007,55.641,-1874.579,model_estimate,Nippon Steel 공식 생산·배출·용량 총량에 맞춘 지역 블록 배분,CAND-7400D0EA735D98,P3,PORT-6742936593A9,1000,81.972911,16.27814,454.753949,36270.549,79.758623,True,True,,0.0,3.446647212967946e-06,True,True,True,True,,0.0,0.0,0.0,2,2,0.47641018879999986,0.65,2.16
NIPPON_STEEL_JP,Nippon Steel,DISCLOSED_PATH,P3,NS-KYUSHU,Kyushu Works Yawata 블록,규슈,2029,BF_BOF,기준 BF-BOF 복합 블록,SCRAP_EAF,스크랩 기반 대형 EAF,6160.0,3960.0,10.0,9.0,19.049562,4.05,4.05,4.05,14.999562,179.994744,4753.792,873.395,11045.989,10172.594,6292.198,3880.397,3196.578,462.398,7337.214,0.0,49.799,-6292.198,model_estimate,Yawata BF→EAF 공시 방향을 반영해 조기 재투자 창을 설정; 블록 생산량 추정,CAND-7400D0EA735D98,P3,PORT-6742936593A9,1000,81.972911,16.27814,454.753949,36270.549,79.758623,True,True,,0.0,3.446647212967946e-06,True,True,True,True,,0.0,0.0,0.0,2,2,0.47641018879999986,0.65,2.16
